name	dMPALA_sv1	dMPASA_sv1	dMPALN_sv1	dMPASN_sv1	dMPAR_sv1	dA_sv1	dBPC_sv1	dBPR_sv1	dBPAR_sv1	dCL_sv1	dCi_sv1	dCMBD_sv1	dCMX_sv1	dCMY_sv1	dCo_sv1	dCHA_sv1	dCHC_sv1	dE_sv1	dOEX_sv1	dOEY_sv1	dMECD_sv1	dMARA_sv1	dOSA_sv1	dR_sv1	dSC_sv1	dAZRM_sv1	dNZRM_sv1	dMPALA_sv2	dMPASA_sv2	dMPALN_sv2	dMPASN_sv2	dMPAR_sv2	dA_sv2	dBPC_sv2	dBPR_sv2	dBPAR_sv2	dCL_sv2	dCi_sv2	dCMBD_sv2	dCMX_sv2	dCMY_sv2	dCo_sv2	dCHA_sv2	dCHC_sv2	dE_sv2	dOEX_sv2	dOEY_sv2	dMECD_sv2	dMARA_sv2	dOSA_sv2	dR_sv2	dSC_sv2	dAZRM_sv2	dNZRM_sv2	dMPALAt	dMPASAt	dMPALNt	dMPASNt	dMPARt	dAt	dBPCt	dBPRt	dBPARt	dCLt	dCit	dCMBDt	dCMXt	dCMYt	dCot	dCHAt	dCHCt	dEt	dOEXt	dOEYt	dMECDt	dMARAt	dOSAt	dRt	dSCt	dAZRMt	dNZRMt	PH
613	5101930000	839972000	0.550163	0.0905778	6.07393	96299	9041	848.811	0.0938847	1078.74	36823.3	2.77351	1311.74	1237.45	0.257705	373679	2535.01	0.514479	477	1072	1110.98	499048	96299	14080.7	5	5941910000	0.640741	5882510000	2469380000	0.747898	0.313955	2.38218	88687	12359	1722.29	0.139355	1138.16	76966.6	22.2281	1301.8	1207.68	0.125562	706318	3136.5	0.167008	927	1090	1162.92	829349	88687	66795.2	8	8351880000	1.06185	10717300000	580945000	0.756553	0.0410098	18.4481	119021	5616	264.991	0.047185	1245.96	4354.63	31.8689	1308.01	1040.22	0.403427	295025	2726.32	0.8049	1098	637	1281.2	484730	119021	159.323	1	11298300000	0.797563	1030
619	7974670000	1049560000	0.688497	0.0906142	7.59812	107623	9034	758.325	0.0839412	1152.47	41561.5	3.36128	1393.1	1177.31	0.254649	422632	2844.13	0.588889	699	1040	1175.35	643134	107623	16050.1	7	9024230000	0.779112	8845761000	3641060000	0.612144	0.251969	2.42944	120210	15515	2002.46	0.129066	1187.45	134992	8.60863	1272.96	1184.06	0.159453	753889	3249.66	0.173735	936	1045	1220.81	899223	120210	151591	13	12486800000	0.864114	15774400000	6056570000	0.400919	0.153933	2.60451	198357	8519	365.872	0.0429478	1130.18	25076.2	-29.5336	1275.26	825.013	0.332039	597391	3095.72	0.198149	1125	904	1208.94	790631	198357	3170.13	4	21830900000	0.554852	1383
1099	7110040000	4188070000	0.642892	0.378686	1.69769	105164	12469	1478.41	0.118567	1088.19	84.4975	-2.26244	1153.74	1328.14	0.15803	665467	3217.05	0.0668871	944	1033	1218.75	934553	105164	0.0678923	7	11298100000	1.02158	5533610000	2194670000	0.663657	0.263211	2.52139	91313	10925	1307.1	0.119643	1162.38	90478.6	11.5849	1134.42	1308.94	0.154413	591354	3033.87	0.186661	870	1048	1204.49	780510	91313	89651.8	11	7728280000	0.926868	10672500000	6535590000	0.247087	0.15131	1.63298	207830	12200	716.162	0.0587018	1053.68	7959.81	-31.4548	1499.33	1280.65	0.330607	628631	3105.5	0.0577948	1043	1030	1130.64	822541	207830	304.858	24	17208100000	0.398397	1000
1105	5612150000	829016000	0.837563	0.123723	6.76965	81857	8326	846.87	0.101714	1000.08	15943.3	-23.3301	1341.85	1310.69	0.224701	364293	2493.8	0.551437	737	867	1029.99	513716	81857	3105.29	3	6441160000	0.961286	8158730000	4882250000	0.632607	0.378557	1.6711	113565	13806	1678.38	0.121569	1166.68	223.764	2.18366	1128.18	1284.92	0.151208	751051	3280.86	0.0631241	1165	870	1216.97	934383	113565	0.440898	8	13041000000	1.01116	17851400000	3890630000	0.53725	0.117091	4.58832	182284	13081	938.714	0.0717617	1424.18	78217.7	4.82401	1490.18	980.119	0.272196	669680	3356.73	0.412306	1415	816	1466.91	929653	182284	33563.1	10	21742100000	0.654341	1008
814	1135790000	873854000	0.625013	0.480871	1.29975	42629	7274	1241.2	0.170635	703.211	26417.7	-1.20739	1233.79	1400.96	0.133712	318813	2110.31	0.0169888	619	678	771.923	416547	42629	16371.4	5	2009650000	1.10588	1329720000	808921000	0.67122	0.408329	1.64382	44509	8301	1548.15	0.186502	716.082	55913.4	-6.76276	1238.02	1380.16	0.141861	313751	2088.71	0.0593013	639	691	736.309	391596	44509	70240	13	2138640000	1.07955	4227750000	435456000	0.882999	0.0909484	9.70879	69195	4807	333.944	0.0694703	942.423	11180.3	-46.9876	1373.33	1174.42	0.303795	227769	2190.46	0.661355	721	785	963.739	279308	69195	1806.47	3	4663210000	0.973948	1039
820	4898100000	3126760000	0.547452	0.349473	1.56651	94589	11889	1494.34	0.125691	981.797	54455.4	21.639	1300.86	1319.36	0.161799	584607	2830.22	0.0487224	934	810	1021.51	733253	94589	31350.3	6	8024860000	0.896925	2799130000	2690960000	0.500008	0.480685	1.0402	74821	9924	1316.29	0.132637	1049.38	95986.8	-9.35663	1158.95	1318.94	0.126468	591618	2904.05	0.000388227	1038	857	1075.35	772984	74821	123140	14	5490100000	0.980693	14607000000	4752620000	0.583366	0.189807	3.07347	158238	7657	370.516	0.0483891	1257.24	3	-31.2732	1409.63	1107.09	0.278381	568422	3319.56	0.2591	1164	1053	1330.1	1000520	158238	5.69E-05	3	19359700000	0.773172	1151
826	7433120000	6045680000	0.521809	0.42441	1.22949	119352	14115	1669.29	0.118264	1168.25	49606.8	-8.88764	1376.51	1223.93	0.149028	800870	3324.71	0.0105957	1023	997	1217.51	1013530	119352	20618.3	5	13478800000	0.946219	8844600000	4057400000	0.738742	0.338893	2.17987	109419	13883	1761.46	0.126879	1249.79	17660	5.24482	1033.1	1238.12	0.137866	793661	3332.7	0.137673	1094	975	1281	1064370	109419	2850.29	2	12902000000	1.07764	18380200000	12431300000	0.403126	0.272651	1.47854	213528	12598	743.273	0.0589993	1530.04	46902	-12.0422	1630.22	904.743	0.189511	1126730	4061.33	0.0372773	1379	1218	1575.52	1519300	213528	10302.2	5	30811500000	0.675778	1088
832	5388840000	4041060000	0.546365	0.409716	1.33352	99313	14867	2225.57	0.149698	1203.17	144312	6.8242	1289.82	1237.73	0.124406	798301	3351.13	0.020428	1119	984	1237.89	957349	99313	209699	13	9429900000	0.956081	6047720000	2176530000	0.666875	0.240003	2.77861	95230	13663	1960.28	0.143474	1048.34	117231	25.1259	1284.99	1245.53	0.152405	624850	3007.72	0.221563	843	1010	1104.42	837640	95230	144314	13	8224250000	0.906878	17773000000	2590090000	1.03705	0.151132	6.86192	130912	9424	678.408	0.0719873	1599.06	709.566	0.329204	1319.67	1074.04	0.189789	689778	3807.79	0.555933	975	1428	1647.03	1150240	130912	3.84597	9	20363100000	1.18819	1188
625	4717750000	660824000	0.571666	0.0800743	7.1392	90844	7350	594.673	0.0809079	915.251	31290.4	15.3624	1384.79	1374.77	0.319775	284087	2267.37	0.568932	502	833	942.609	333972	90844	10777.7	6	5378570000	0.65174	6319880000	4468090000	0.53336	0.37708	1.41445	108854	13508	1676.25	0.124093	1044.17	20358.7	14.2107	1245.82	1323.1	0.163548	665579	3006.2	0.0294647	944	840	1075.49	791177	108854	3807.64	2	10788000000	0.910439	13285700000	1109120000	0.504543	0.0421202	11.9787	162272	6949	297.578	0.0428232	1079.82	16542.8	1.07712	1303.07	946.538	0.480646	337612	2549.74	0.715548	1075	569	1111.9	510466	162272	1686.45	4	14394800000	0.546663	1123
631	19642000000	5098490000	0.501065	0.130062	3.85251	197991	12639	806.826	0.0638362	1300.94	19313.6	-8.32138	1253.68	1089.81	0.230799	857850	3564.64	0.345558	925	1236	1341.94	1141140	197991	1884	2	24740500000	0.631127	15875900000	6072400000	0.597343	0.228479	2.61443	163026	16034	1576.98	0.0983524	1504.04	53251.8	-21.448	1131.09	1118.12	0.168415	968002	3834.03	0.199507	1133	1194	1528.92	1322500	163026	17394.5	5	21948300000	0.825822	42248300000	17027300000	0.338552	0.136446	2.48121	353258	16935	811.855	0.0479395	1473.05	91841.7	23.5322	1577.43	1221.23	0.293018	1205580	4234.65	0.18104	1411	1151	1575.64	1619720	353258	23877.4	11	59275600000	0.474998	1170
637	7264020000	3521660000	0.443083	0.214811	2.06267	128040	11802	1087.84	0.0921743	1028.52	45390.1	0.162492	1186.04	1337.16	0.20281	631329	2947	0.120392	899	872	1059.37	782158	128040	16090.8	5	10785700000	0.657894	4819900000	2411810000	0.467334	0.233847	1.99846	101556	9565	900.875	0.0941845	1120.71	55791.6	-4.06507	1123.94	1349.98	0.186577	544311	2922.73	0.110882	888	873	1154.33	657272	101556	30650.1	8	7231720000	0.701181	13813300000	4544760000	0.325652	0.107144	3.03939	205955	8352	338.695	0.0405525	1111.32	103409	-57.9823	1519.33	1198.35	0.341754	602642	3094.52	0.2549	1031	1073	1186.8	836469	205955	51920.7	18	18358100000	0.432796	969
322	4017550000	1666820000	0.597363	0.247836	2.41032	82009	10220	1273.62	0.12462	898.245	22487.8	-1.11968	1464.86	1292.11	0.190536	430413	2476.14	0.171018	650	862	935.299	537870	82009	6166.38	3	5684370000	0.8452	6559970000	2613160000	0.462301	0.184158	2.51036	119121	10679	957.355	0.0896483	1003.47	25011.2	10.5588	1289.84	1280.12	0.231006	515661	2707.1	0.185122	691	874	1033.56	588739	119121	5251.48	3	9173130000	0.646459	7607770000	2677480000	0.324913	0.11435	2.84139	153019	5676	210.542	0.0370934	1054.05	48.2132	26.6415	1172.6	816.427	0.379402	403316	2591.75	0.229781	776	768	1084.96	552788	153019	0.015191	3	10285300000	0.439263	1462
328	1134740000	986446000	0.768501	0.668071	1.15033	38426	7316	1392.91	0.190392	802.2	36102.9	-5.2328	1365.21	1440.52	0.107797	356467	2260.13	0.00488729	760	659	841.705	465632	38426	33920.2	6	2121180000	1.43657	976747000	152152000	0.801369	0.124833	6.41954	34912	4987	712.367	0.142845	695.112	12472.3	-4.68527	1189.65	1414.28	0.226318	154261	1657.24	0.533545	328	663	711.778	186727	34912	4455.73	3	1128900000	0.926202	2598630000	499982000	0.546197	0.105089	5.19745	68976	4822	337.098	0.0699084	855.9	258.25	-42.3728	1442.54	1024.46	0.369207	186822	1987.74	0.458717	365	855	881.509	299602	68976	0.966901	6	3098620000	0.651286	779
331	16282100000	7988160000	0.731283	0.358775	2.03828	149215	17354	2018.31	0.116302	1246.15	46435.8	6.50057	1365.5	1266.85	0.173827	858412	3459.03	0.116781	1076	901	1283.36	962930	149215	14450.8	4	24270300000	1.09006	8861540000	3069410000	0.41897	0.145121	2.88705	145433	12815	1129.21	0.0881162	1027.75	36271.9	-26.7744	1045.77	1259.92	0.320685	453507	2702.28	0.235682	655	920	1058.58	524668	145433	9046.45	7	11930900000	0.564091	23743300000	4370210000	0.615243	0.113242	5.43299	196448	9491	458.539	0.048313	1320.13	63127.3	-22.1347	1536.83	943.469	0.283539	692843	3520.01	0.474863	1053	1246	1380.04	1131660	196448	20285.5	10	28113500000	0.728485	1272
337	3902580000	3066750000	0.695461	0.546511	1.27254	74910	11574	1788.25	0.154505	1077.52	77450.5	5.17416	1294.86	1427.43	0.111093	674301	3143.78	0.0143831	959	1015	1173.78	929407	74910	80077.2	8	6969340000	1.24197	3771950000	1983390000	0.580899	0.305452	1.90177	80581	11306	1586.3	0.140306	1103.09	30871.3	0.313637	1253.3	1433.09	0.144806	556474	3027.14	0.0965749	845	1021	1151.6	771391	80581	11827.1	4	5755340000	0.886351	14155900000	648327000	1.17493	0.0538105	21.8346	109765	7515	514.51	0.0684644	1382.05	15613.9	-22.6609	1351.4	1098.27	0.3161	347248	3071.25	0.832498	965	1149	1409.05	544893	109765	2221.06	3	14804300000	1.22874	941
343	6125750000	1261460000	0.485744	0.100028	4.85608	112299	8379	625.185	0.0746133	937.986	48622.8	-11.9847	1376.86	1328.08	0.294644	381134	2433.36	0.433589	614	904	966.126	514627	112299	21052.5	7	7387210000	0.585772	7737420000	5529900000	0.475302	0.339696	1.3992	127589	15074	1780.92	0.118145	1150.19	55228.6	8.21595	1320.79	1282.91	0.172179	741026	3175.28	0.0276849	1046	908	1182.7	945669	127589	23906.5	5	13267300000	0.814999	17337100000	3177810000	0.427763	0.0784069	5.45568	201320	7854	306.404	0.0390125	1233.06	18459.7	-31.0363	1222.94	926.103	0.380051	529718	3055.93	0.47637	1234	750	1270.04	608204	201320	1692.63	3	20514900000	0.50617	1246
349	12254600000	4160360000	0.537216	0.182382	2.94555	151034	12892	1100.44	0.0853583	1306.14	28433.1	-22.0684	1433.83	1199.29	0.223299	676376	3199.15	0.243148	768	1181	1344.44	905060	151034	5352.7	3	16415000000	0.719598	19222200000	11374200000	0.624855	0.36974	1.68999	175393	19656	2202.81	0.112068	1464.21	44623.8	3.59818	1253.83	1163.7	0.139206	1259950	4127.62	0.0657933	1360	1216	1506.61	1634480	175393	11353.3	3	30596400000	0.994595	45442200000	4166470000	0.718971	0.0659205	10.9066	251405	12385	610.124	0.0492631	1664.11	54746.4	-30.9629	1263.95	904.202	0.26055	964901	4059.72	0.692268	1555	939	1710.03	1279180	251405	11921.7	6	49608700000	0.784892	1227
355	9055240000	675088000	1.07593	0.0802127	13.4134	91740	8741	832.844	0.0952801	1130	31705	-35.1998	1397.13	1261.6	0.260787	351782	2748.58	0.741735	364	1099	1163.9	385911	91740	10957.1	5	9730330000	1.15614	11288700000	4287380000	0.938486	0.356432	2.633	109675	10607	1025.83	0.096713	1149.72	17938.3	-4.89808	1267.9	1209.09	0.144502	758986	3251.56	0.202042	964	1080	1185.06	956389	109675	2933.96	2	15576100000	1.29492	11092000000	1798490000	0.494086	0.0801121	6.16743	149832	7846	410.858	0.0523653	1172.89	53898.9	-10.2094	1351.66	902.885	0.362238	413629	2719.24	0.519783	1160	509	1207.61	568023	149832	19389	10	12890500000	0.574198	1404
361	13455600000	6481250000	0.632927	0.304866	2.07609	145806	11133	850.059	0.0763549	1168.51	26004.2	-9.60095	1437.05	1259.86	0.1999	729394	3297.85	0.122376	806	1064	1215.77	811377	145806	4637.79	3	19936900000	0.937793	16431100000	6426440000	0.660505	0.258334	2.55679	157723	14553	1342.8	0.0922694	1240.17	75036.7	-11.1094	1198.56	1282.26	0.18594	848249	3515.96	0.191577	1013	1086	1294.9	1023470	157723	35698.7	8	22857500000	0.918838	34295200000	10875000000	0.426265	0.135168	3.15359	283646	12066	513.275	0.0425389	1552.37	293.137	-61.7566	1509.9	859.552	0.335418	845649	3707.48	0.26883	1314	925	1588.69	1212800	283646	0.302946	20	45170200000	0.561434	926
367	6733990000	5235070000	0.587426	0.456671	1.28632	107068	13146	1614.09	0.122782	1195.45	11135.3	2.36952	1386.68	1263.46	0.133123	804280	3298.13	0.0156833	1157	939	1223.81	1010230	107068	1158.09	1	11969100000	1.0441	6750240000	992585000	0.617737	0.0908349	6.80066	104534	8061	621.613	0.0771137	1032.47	32495.8	-16.7964	1145.29	1276.4	0.284202	367816	2561.52	0.552958	575	940	1063.45	480762	104534	10101.8	7	7742820000	0.708572	20313100000	4561730000	0.455373	0.102264	4.45293	211205	9199	400.661	0.0435548	1365.19	31206	-65.8294	1505.36	901.554	0.355884	593465	3205.91	0.400973	743	1354	1406.01	938838	211205	4610.74	5	24874800000	0.557636	1130
373	10378900000	7986910000	0.507299	0.390386	1.29948	143035	15710	1725.48	0.109833	1305.01	46223.1	16.5587	1290.55	1154.49	0.162383	880849	3622.88	0.0169622	1177	1093	1368.49	1240000	143035	14937.4	4	18365800000	0.897685	10582300000	6881910000	0.517102	0.336281	1.53771	143055	15893	1765.67	0.111097	1272.61	51214.6	5.34509	1238.47	1132.07	0.159009	899667	3493.44	0.0448959	1137	1069	1285.13	1115000	143055	18335.1	5	17464300000	0.853383	51851400000	7633200000	0.69092	0.101712	6.79289	273947	14356	752.316	0.0524043	1774.86	142887	-19.4827	1327.75	1140.3	0.249393	1098460	4405.71	0.552578	1349	1519	1828.11	1386550	273947	74527.8	15	59484700000	0.792632	1269
376	9968760000	2866340000	0.344384	0.0990215	3.47787	170137	10740	677.969	0.0631256	1070.35	27387.2	2.65364	1286.65	1277.87	0.379447	448381	2670.8	0.306207	544	1005	1102.46	539463	170137	4408.56	4	12835100000	0.443406	10849000000	9444470000	0.371194	0.323138	1.14872	170960	15796	1459.48	0.0923959	1153.04	59589.3	-2.53016	1264.51	1292.42	0.196545	869824	3387.9	0.0047902	1106	1013	1196.55	1112660	170960	20770.3	5	20293500000	0.694332	33202800000	1171350000	0.525755	0.018548	28.3457	251302	6302	158.038	0.0250774	1433.27	23690.3	19.1519	1296.08	1086.86	0.682235	368351	3099.54	0.868339	1349	685	1475.92	477904	251302	2233.3	5	34374200000	0.544303	1024
382	5029020000	598752000	0.604172	0.0719323	8.39917	91235	7071	548.025	0.0775032	922.627	5346.53	-6.78643	1397.41	1313.77	0.378342	241144	2235.13	0.619708	328	903	952.135	272635	91235	313.316	1	5627770000	0.676104	6671150000	5416090000	0.695615	0.564747	1.23173	97930	16653	2831.84	0.17005	1124.38	153.338	18.2432	1302.76	1333.15	0.125297	781583	3252.33	0.0107814	1090	908	1150.53	937206	97930	0.240096	6	12087200000	1.26036	20484900000	637360000	0.844511	0.0262759	32.1402	155745	4778	146.581	0.0306784	1308.31	7686.66	-45.3196	1270.4	942.531	0.519512	299791	2855.66	0.882943	1295	370	1346.96	373867	155745	379.368	2	21122300000	0.870787	1124
388	10800500000	6212390000	0.605277	0.348152	1.73854	133581	14997	1683.7	0.112269	1203.23	87571.6	-3.0888	1340.09	1136.12	0.167045	799669	3368.47	0.0727296	948	1136	1232.98	989834	133581	57409.2	7	17012900000	0.95343	10229100000	3322830000	0.60505	0.196545	3.07843	130024	11810	1072.69	0.0908294	1172.08	43734.6	-20.8312	1227.89	1136.42	0.227138	572445	2927.39	0.259708	673	1108	1207.2	720475	130024	14710.5	5	13552000000	0.801595	25983600000	2221960000	0.64308	0.0549923	11.694	201010	10437	541.918	0.0519228	1378.17	31457.3	-65.5525	1408.81	939.009	0.433688	463490	3106.35	0.709714	925	1181	1399.69	603815	201010	4922.94	5	28205600000	0.698072	1344
394	8981690000	7151750000	0.58743	0.467746	1.25587	123652	14051	1596.66	0.113633	1140.19	31120.7	6.00368	1351.59	1258.92	0.148788	831060	3343.66	0.0128654	1017	960	1180.01	974344	123652	7832.47	3	16133400000	1.05518	7542060000	3011070000	0.471305	0.188162	2.50478	126501	10413	857.152	0.0823156	976.341	20250	4.09706	1254.96	1262.16	0.244705	516952	2728.73	0.184342	790	952	1008.75	658234	126501	3241.56	3	10553100000	0.659467	23106800000	415070000	1.01727	0.0182734	55.6697	150713	7238	347.605	0.048025	1544.92	37482.4	23.1485	1299.25	1029.14	0.373661	403341	3334.54	0.930661	892	1309	1589.19	529589	150713	9321.91	7	23521800000	1.03555	992
400	6748290000	4742470000	0.493174	0.346586	1.42295	116976	15528	2061.27	0.132745	1019	82223.8	8.05036	1316.06	1236.12	0.168448	694433	3054.3	0.0304709	969	971	1083.74	880011	116976	57796.1	7	11490800000	0.839761	6130040000	2193640000	0.371201	0.132835	2.79445	128507	9334	677.967	0.0726342	974.065	21594.4	13.2129	1254.25	1261.04	0.304924	421439	2559.63	0.223649	636	962	1021.67	553208	128507	3628.73	3	8323680000	0.504036	25812600000	896970000	0.710328	0.0246834	28.7776	190628	6221	203.018	0.0326342	1355.21	9662.51	31.5868	1294.89	986.223	0.453337	420500	3081.02	0.870182	730	1190	1379.43	685033	190628	489.771	2	26709600000	0.735011	1261
406	9447720000	7248100000	0.501076	0.384415	1.30348	137313	18902	2601.98	0.137656	1140.69	110842	7.96267	1279.37	1174.95	0.177259	774647	3239.8	0.0173572	945	1019	1174.92	952583	137313	89473.7	9	16695800000	0.885491	9247010000	2397520000	0.55436	0.143732	3.8569	129153	12590	1227.29	0.0974813	1020.04	68291.9	-4.73246	1158.8	1209.19	0.299534	431179	2593.5	0.345997	590	995	1054.78	523359	129153	36110.5	9	11644500000	0.698092	26687200000	3471640000	0.420531	0.0547054	7.68718	251914	8928	316.414	0.0354407	1273.94	21108.2	-46.4979	1476.31	1162.8	0.495188	508724	3010.3	0.592555	706	1190	1312.16	623245	251914	1768.67	3	30158800000	0.475236	1297
412	10517500000	6978600000	0.449593	0.298315	1.50711	152949	17063	1903.55	0.11156	1194.95	279.882	-6.49442	1349.49	1227.3	0.167922	910833	3508.12	0.0409123	1031	1151	1256.38	1143440	152949	0.512158	4	17496100000	0.747907	9578360000	3173060000	0.446021	0.147755	3.01865	146544	11791	948.709	0.0804605	1178.48	89505.3	16.1273	1194.11	1247.17	0.239039	613055	3193.52	0.252326	650	1163	1242.03	746166	146544	54667.6	10	12751400000	0.593776	24980400000	1976900000	0.621895	0.0492156	12.6361	200420	8189	334.596	0.0408592	1475.43	55952.3	0.9002	1479.61	1042.81	0.386985	517901	3379.63	0.728174	993	1181	1518.63	836190	200420	15620.5	9	26957300000	0.671111	933
415	10584500000	7541960000	0.499467	0.355895	1.40341	145573	16949	1973.36	0.11643	1145.97	96566.4	11.6144	1327.4	1300.57	0.182195	798996	3312.81	0.0281733	1104	866	1213.57	951186	145573	64057.7	8	18126400000	0.855363	6316000000	1916260000	0.434136	0.131715	3.29601	120617	8838	647.589	0.0732733	895.126	39606.6	-2.06946	1134.95	1319.93	0.350061	344560	2345.02	0.285639	467	860	919.098	399704	120617	13005.5	6	8232260000	0.565851	21526100000	2251510000	0.581531	0.060825	9.56071	192396	7954	328.833	0.0413418	1416.76	37047.8	0.503089	1452.67	1101.62	0.401179	479576	3114	0.657103	519	1356	1457.84	688253	192396	7133.94	7	23777600000	0.642356	993
418	13056100000	4195610000	0.507248	0.163006	3.11185	160434	12441	964.749	0.0775459	1196.57	37949.7	31.6294	1355.33	1194.69	0.214417	748234	3238.65	0.263785	793	1091	1230.08	857124	160434	8976.76	4	17251700000	0.670254	11256700000	6180690000	0.58706	0.322335	1.82127	138473	13413	1299.23	0.0968636	1262.81	75434.5	12.3896	1233.4	1204.14	0.143199	966994	3674.53	0.0847396	1106	1101	1302.67	1184460	138473	41093.6	7	17437400000	0.909395	42696400000	2208910000	0.764012	0.0395264	19.3292	236399	8416	299.617	0.0356008	1664.94	40102.6	9.93218	1242.46	939.922	0.39861	593058	3652.72	0.812917	1323	1097	1693.04	913364	236399	6802.97	7	44905300000	0.803538	1120
424	3285880000	2324070000	0.892108	0.630978	1.41385	60690	8849	1290.24	0.145807	895.554	64692.7	0.480115	1389.85	1359.54	0.129055	470263	2566.38	0.0293944	719	840	934.697	599435	60690	68959.4	10	5609950000	1.52308	3611250000	1404580000	0.73948	0.287618	2.57105	69882	9382	1259.58	0.134255	896.902	3445.56	-22.0181	1240.94	1361.43	0.163915	426330	2524.27	0.193548	642	840	930.469	525264	69882	169.885	11	5015820000	1.0271	6913810000	1080990000	0.607462	0.0949781	6.3958	106684	5445	277.905	0.0510386	951.089	12764.2	-56.302	1407.4	939.48	0.328934	324333	2385.44	0.532282	797	808	980.761	423370	106684	1527.17	3	7994800000	0.70244	1191
430	498286000	49917000	0.920444	0.0922078	9.98228	23267	4049	704.62	0.174023	557.137	27229.6	0.173547	1389.83	1483.97	0.233363	99703	1330.31	0.668942	291	546	572.467	134558	23267	31866.9	8	548203000	1.01265	554748000	318716000	1.05785	0.607762	1.74057	22900	6149	1651.1	0.268515	705.856	2803.7	5.28847	1285.71	1513.85	0.0899192	254673	1894.53	0.0730214	655	559	727.032	349333	22900	343.264	8	873464000	1.66561	992540000	131975000	0.784698	0.104339	7.52065	35565	3588	361.978	0.100886	746.194	5480.62	-15.3777	1312.18	937.759	0.269381	132025	1743.53	0.585648	743	328	768.58	236204	35565	844.571	2	1124510000	0.889037	876
838	15296900000	4987900000	0.735081	0.23969	3.0668	144256	14027	1363.94	0.0972369	1268.91	105293	-3.49427	1253.36	1044.42	0.176465	817477	3454.91	0.25828	888	1259	1302.04	1069160	144256	76853.3	9	20284800000	0.974771	12305700000	5668830000	0.867325	0.399547	2.17077	119114	14676	1808.23	0.12321	1280.72	373.995	-31.3894	1205.61	1098.43	0.132	902376	3557.82	0.136337	991	1265	1323.97	1116860	119114	1.17427	5	17974600000	1.26687	21531700000	6197360000	0.497515	0.143197	3.47434	208035	16155	1254.52	0.0776552	1415.16	132035	0.478735	1419.47	1169.9	0.299888	693709	3606.75	0.305816	1243	1149	1460.68	1102890	208035	83799.9	16	27729100000	0.640712	1255
841	15246700000	6015670000	0.648865	0.256013	2.5345	153289	11680	889.969	0.0761959	1304.15	28486.1	17.9168	1264.96	1099.48	0.182083	841864	3535.33	0.188485	1058	1166	1352.4	1199050	153289	5293.64	3	21262400000	0.904878	14253200000	4294420000	0.69498	0.209394	3.31901	143209	13666	1304.1	0.095427	1241	120916	-21.6731	1224.95	1094.17	0.167961	852632	3483.94	0.288295	1065	1127	1290.01	1103870	143209	102094	12	18547600000	0.904373	43808800000	11289400000	0.575604	0.148331	3.88052	275879	11019	440.115	0.0399414	1775.1	413.291	-65.0399	1401.72	1230.49	0.250972	1099240	4359.06	0.348345	1333	1388	1819.97	1518910	275879	0.619147	7	55098200000	0.723935	1192
844	20805800000	11012800000	0.811649	0.429617	1.88924	160106	19018	2259.03	0.118784	1505.69	64325.2	8.05057	1245.26	1023.52	0.114139	1402730	4458.58	0.0947262	1454	1297	1623.22	1881940	160106	25843.7	5	31818500000	1.24127	14310300000	1054250000	1.05568	0.0777727	13.5739	116428	10971	1033.8	0.0942299	1366.67	48295.5	-15.026	1197.16	1034.85	0.208474	558478	3245.63	0.74437	627	1295	1395.05	747645	116428	20033.4	7	15364500000	1.13346	55946900000	6555380000	0.666101	0.078048	8.5345	289813	16255	911.709	0.0560879	1932.79	55249.1	-31.4969	1466.67	1118.75	0.281754	1028600	4569.99	0.624472	857	1929	1999.98	1338240	289813	10532.5	5	62502300000	0.744149	1172
850	5189070000	983649000	0.591573	0.11214	5.27532	93657	8465	765.092	0.090383	1080.89	34493.4	5.18502	1386.78	1221	0.229501	408090	2640.01	0.464158	588	1011	1112.58	586850	93657	12703.7	5	6172720000	0.703713	6298960000	3994160000	0.655079	0.415385	1.57704	98059	14948	2278.66	0.152439	1203.04	3946.06	8.29937	1193.3	1269.92	0.111783	877229	3516.45	0.0501384	1173	1018	1268.2	1067560	98059	158.796	18	10293100000	1.07046	16748200000	1467710000	0.995809	0.0872662	11.4112	129687	7089	387.502	0.0546624	1616.22	5	18.1292	1423.17	930.579	0.188203	689080	3647.61	0.703677	1464	774	1664.27	922030	129687	0.000192772	5	18215900000	1.08308	1037
856	3322110000	567746000	0.647006	0.110573	5.8514	71656	7388	761.73	0.103104	942.975	8205.3	-1.40683	1363.31	1368.51	0.245116	292335	2385.95	0.50139	494	914	995.395	449930	71656	939.585	2	3889850000	0.757579	4648420000	2069400000	0.705945	0.314276	2.24626	81146	10096	1256.12	0.124418	1023.32	26901.2	7.99488	1305.1	1316.78	0.129836	624989	3046.54	0.147384	953	924	1116.54	824496	81146	8918.19	4	6717820000	1.02022	7217260000	1052120000	0.558643	0.081438	6.85973	113663	6965	426.799	0.0612776	1226.61	1678.49	-15.3504	1340.16	1003.93	0.321815	353194	2744.33	0.555827	1225	534	1263.41	621655	113663	24.7867	8	8269380000	0.640081	1099
