name	dMPALA_sv1	dMPASA_sv1	dMPALN_sv1	dMPASN_sv1	dMPAR_sv1	dA_sv1	dBPC_sv1	dBPR_sv1	dBPAR_sv1	dCL_sv1	dCi_sv1	dCMBD_sv1	dCMX_sv1	dCMY_sv1	dCo_sv1	dCHA_sv1	dCHC_sv1	dE_sv1	dOEX_sv1	dOEY_sv1	dMECD_sv1	dMARA_sv1	dOSA_sv1	dR_sv1	dSC_sv1	dAZRM_sv1	dNZRM_sv1	dMPALA_sv2	dMPASA_sv2	dMPALN_sv2	dMPASN_sv2	dMPAR_sv2	dA_sv2	dBPC_sv2	dBPR_sv2	dBPAR_sv2	dCL_sv2	dCi_sv2	dCMBD_sv2	dCMX_sv2	dCMY_sv2	dCo_sv2	dCHA_sv2	dCHC_sv2	dE_sv2	dOEX_sv2	dOEY_sv2	dMECD_sv2	dMARA_sv2	dOSA_sv2	dR_sv2	dSC_sv2	dAZRM_sv2	dNZRM_sv2	dMPALAt	dMPASAt	dMPALNt	dMPASNt	dMPARt	dAt	dBPCt	dBPRt	dBPARt	dCLt	dCit	dCMBDt	dCMXt	dCMYt	dCot	dCHAt	dCHCt	dEt	dOEXt	dOEYt	dMECDt	dMARAt	dOSAt	dRt	dSCt	dAZRMt	dNZRMt	PH
862	10011000000	2363530000	0.494424	0.11673	4.23564	142295	10544	781.306	0.0740996	1355.97	16526.2	2.17564	1388.17	1105.16	0.203572	698992	3361.42	0.381927	723	1278	1396.31	894149	142295	1919.37	2	12374600000	0.611154	11718900000	7764500000	0.534136	0.3539	1.50929	148121	14831	1484.99	0.100128	1448.58	72171.1	23.7736	1300.23	1071.57	0.125186	1183200	4158.54	0.0411932	1318	1267	1533.35	1631820	148121	35164.9	6	19483400000	0.888036	32801300000	2519700000	0.734101	0.0563914	13.018	211382	11597	636.243	0.0548628	1814.86	30102.7	-16.8283	1242.34	917.74	0.309925	682042	4046.74	0.735008	1726	846	1869.31	1158990	211382	4286.9	4	35321000000	0.790492	1213
865	2266330000	472424000	0.577572	0.120397	4.79723	62641	5958	566.686	0.0951134	868.914	26472.5	6.94765	1340.05	1361.08	0.222087	282056	2169.38	0.429035	421	815	894.622	341238	62641	11187.5	6	2738750000	0.697968	3981350000	2696210000	0.593485	0.401914	1.47665	81905	11497	1613.83	0.14037	1199.34	380.333	15.2199	1253.93	1353.88	0.122865	666624	3128.12	0.0370397	1164	834	1234.32	843198	81905	1.76611	4	6677560000	0.995399	10408700000	706092000	0.74053	0.050235	14.7413	118557	8067	548.905	0.0680432	1409.83	1010.25	-20.1358	1337.33	1014.2	0.27207	435760	3073.21	0.762034	1354	469	1449.48	589657	118557	8.60863	4	11114800000	0.790765	826
868	6327950000	303643000	1.02611	0.0492371	20.8401	78530	6549	546.153	0.0833949	1096.94	16309.8	-8.55705	1317.81	1245.09	0.24642	318684	2627.57	0.825236	338	1076	1129.85	360634	78530	3387.37	4	6631600000	1.07534	7308200000	4163820000	0.589617	0.335933	1.75516	111332	12480	1398.97	0.112097	1124.04	1429.45	12.6477	1264.53	1178.3	0.134294	829018	3348.16	0.0751258	1106	1068	1162.29	1057120	111332	18.3535	8	11472000000	0.92555	10759300000	704625000	0.658608	0.0431321	15.2695	127814	10150	806.034	0.0794123	1353.7	38.4853	-23.0275	1295.39	1001.73	0.386082	331054	2882.41	0.769253	1342	462	1394.31	508291	127814	0.0115881	6	11463900000	0.70174	1232
871	10008200000	754800000	0.972931	0.0733768	13.2594	101423	8259	672.541	0.0814312	1253.34	51458.7	-54.0869	1387.82	1094.27	0.265306	382287	2959.96	0.739155	471	1253	1290.94	534442	101423	26108.4	9	10763000000	1.04631	10606600000	7325710000	0.726483	0.501765	1.44785	120830	15537	1997.83	0.128586	1282.45	66117.9	4.95136	1239.85	1050.99	0.12185	991630	3645.69	0.0334737	1052	1229	1325.53	1265980	120830	36179.6	5	17932300000	1.22825	18781700000	2856650000	0.565062	0.0859441	6.57476	182314	12927	916.591	0.0709051	1290.35	2961.14	-27.0732	1354.07	921.766	0.310275	587588	3129.83	0.541645	1290	622	1329.01	730803	182314	48.0947	15	21638400000	0.651006	1243
436	7828310000	3364270000	0.447735	0.192417	2.3269	132228	10693	864.72	0.0808679	1049.98	33252.6	18.9502	1338.64	1228.57	0.2268	583017	2911.64	0.159073	801	939	1082.02	749112	132228	8362.33	4	11192600000	0.640152	7753420000	5429290000	0.532443	0.37284	1.42807	120673	13581	1528.46	0.112544	1201.69	22547.1	23.2428	1203.51	1238.64	0.148975	810022	3364.52	0.0310822	1106	936	1248.12	1033180	120673	4212.79	2	13182700000	0.905284	30118600000	2563480000	0.672881	0.057271	11.7491	211567	9126	393.652	0.0431353	1582.13	37488.2	14.0952	1377.82	1072.99	0.382371	553303	3516.48	0.710861	1382	982	1628.09	833656	211567	6642.65	6	32682000000	0.730152	1148
442	6334010000	4161080000	0.429804	0.282356	1.5222	121396	11708	1129.17	0.0964447	1094.52	27312.7	13.1001	1277.33	1136.81	0.163883	740748	3227.31	0.0428666	1015	992	1165.79	992195	121396	6145.02	3	10495100000	0.71216	6490370000	2512160000	0.486382	0.188259	2.58358	115517	11028	1052.8	0.0954665	1100.53	63698.6	-13.077	1227.77	1166.62	0.201954	571997	2960.15	0.195275	778	999	1137.46	763789	115517	35124.8	9	9002530000	0.674641	25609600000	3653630000	0.490229	0.0699391	7.00937	228561	10541	486.14	0.046119	1480.45	6	-27.9809	1376.35	1122.98	0.300261	761207	3648.65	0.562939	1021	1197	1524.86	1032530	228561	0.000157507	6	29263300000	0.560168	1373
448	9258420000	908512000	0.572913	0.0562189	10.1908	127123	6966	381.718	0.0547973	1085.3	16577	44.0921	1288.39	1171.81	0.389959	325991	2606.86	0.674502	422	1061	1104.1	429698	127123	2161.67	3	10166900000	0.629132	15515000000	9798580000	0.625749	0.395195	1.58339	157462	19889	2512.18	0.12631	1315.59	129307	3.79616	1245.78	1141.34	0.14201	1108810	3849.23	0.0509965	1276	1067	1367.31	1359150	157462	106186	9	25313600000	1.02094	39931000000	1004090000	0.823307	0.0207026	39.7682	220229	13727	855.612	0.0623306	1636.45	140854	0.287073	1291.24	1117.16	0.559163	393855	3485.36	0.904291	1570	648	1681.22	519207	220229	90087.3	22	40935100000	0.844009	1023
454	7344760000	6236750000	0.421659	0.358049	1.17766	131980	13494	1379.66	0.102243	1188.67	32395.8	24.3238	1362.46	1199.69	0.161816	815620	3398.18	0.00665571	1016	1010	1254.14	1023990	131980	7951.86	3	13581500000	0.779708	7539610000	3654920000	0.416802	0.20205	2.06287	134496	11921	1056.61	0.0886346	1015	34131.1	26.4759	1231.09	1192.75	0.203248	661733	2983.53	0.120421	887	1009	1045.33	865463	134496	8661.47	4	11194500000	0.618853	27068500000	1616860000	0.658291	0.0393213	16.7413	202779	11766	682.708	0.0580238	1558.54	4554.66	39.7529	1350.15	961.054	0.312959	647940	3597.19	0.787246	978	1396	1604.38	833391	202779	102.303	14	28685300000	0.697612	956
877	13891800000	3207340000	0.555111	0.128164	4.33126	158194	13313	1120.37	0.0841562	1136.72	78271.9	25.9764	1500.84	1208.38	0.295229	535835	2941.14	0.390443	716	1051	1168.63	637079	158194	38727.7	9	17099200000	0.683274	12164600000	10423600000	0.67783	0.580821	1.16702	133964	18732	2619.27	0.139829	1318.73	135603	7.70545	1280.3	1196.3	0.12392	1081050	3807.1	0.00594041	1282	1059	1361.7	1355300	133964	137261	12	22588200000	1.25865	41762600000	10648600000	0.376632	0.0960336	3.92188	332993	14187	604.43	0.0426045	1503.63	47384.4	-37.4496	1343.74	782.304	0.339018	982227	3836.49	0.352422	1499	889	1553.15	1323540	332993	6742.73	5	52411200000	0.472666	1099
880	7448630000	3940020000	0.556438	0.294333	1.89051	115699	13380	1547.33	0.115645	1092.66	65663.2	-9.39449	1402.36	1209.28	0.161315	717226	3106.01	0.0949132	869	1041	1121.19	854791	115699	37266.2	6	11388600000	0.850771	9098960000	5001130000	0.49109	0.269921	1.81938	136118	14002	1440.34	0.102867	1186.09	61388.9	4.17915	1309.83	1170.78	0.179227	759471	3258.94	0.0844627	984	1059	1230.45	952628	136118	27686.2	6	14100100000	0.761011	33701600000	6128720000	0.498844	0.0907159	5.49896	259922	10385	414.925	0.0399543	1459.14	30.8995	25.3994	1183.47	913.102	0.29485	881539	3725.1	0.479222	1207	1085	1501.64	1273560	259922	0.00367333	7	39830300000	0.589559	993
886	9157960000	1717310000	0.754454	0.141476	5.33274	110175	10590	1017.91	0.0961198	1236.49	102756	34.272	1310.9	1070.38	0.150917	730037	3416.96	0.468103	899	1194	1323.02	1066080	110175	95837	13	10875300000	0.89593	9424000000	2253540000	0.751168	0.179625	4.18187	112008	11461	1172.72	0.102323	1237.13	112395	20.9058	1267.19	1099.99	0.148508	754223	3275.2	0.377044	883	1187	1263.14	977540	112008	112783	13	11677500000	0.930793	25016500000	2310610000	0.685726	0.063336	10.8268	191002	8968	421.069	0.0469524	1569.93	14416.4	-1.77516	1340.57	1082.83	0.271083	704588	3629.45	0.690382	1051	1274	1614.69	1038780	191002	1088.12	2	27327100000	0.749062	1265
892	2311160000	1445500000	0.523912	0.327678	1.59887	66418	8882	1187.78	0.133729	845.284	15.7279	1.0514	1258.98	1449.63	0.173182	383516	2341.84	0.0530994	810	661	870.643	493238	66418	0.00372441	3	3756660000	0.85159	1877530000	1066490000	0.47605	0.270411	1.76047	62801	8665	1195.56	0.137975	778.568	6365.65	1.80291	1162.25	1460.7	0.184833	339772	2214.38	0.0758921	686	676	805.22	461294	62801	645.236	1	2944020000	0.746461	4451640000	1631060000	0.437111	0.160155	2.7293	100917	6283	391.174	0.0622591	951.067	9378.54	-27.9763	1418.95	1123.81	0.299897	336506	2484.43	0.215023	732	875	988.498	535684	100917	871.577	2	6082700000	0.597265	974
895	11362200000	1222460000	0.751264	0.0808289	9.2945	122980	11149	1010.73	0.090657	1302.95	673.869	19.6718	1258.95	1151.74	0.20763	592304	3157.35	0.649187	652	1242	1342.04	772076	122980	3.69247	7	12584600000	0.832093	9750070000	7105560000	0.545993	0.397903	1.37217	133632	19565	2864.5	0.146409	1362.71	266989	20.5799	1307.57	1145.53	0.121327	1101420	3859.84	0.024615	1335	1217	1389.07	1394370	133632	533429	18	16855600000	0.943896	46603300000	6495480000	0.652345	0.0909226	7.17473	267282	13443	676.118	0.0502952	1679.71	19145.1	-1.71697	1270.71	1133.56	0.262172	1019490	4133.2	0.570544	1674	945	1729.92	1394880	267282	1371.34	2	53098700000	0.743267	1270
898	9471050000	2028830000	0.502943	0.107738	4.66823	137227	9139	608.636	0.0665977	1077.51	12056.2	9.41944	1406.83	1189.29	0.274787	499394	2841.3	0.418811	690	1011	1120.61	695890	137227	1059.2	2	11499900000	0.610681	14476300000	7758250000	0.457374	0.245119	1.86592	177907	15307	1317	0.0860393	1167.57	29596.4	8.43854	1191.49	1227.11	0.206452	861735	3388.7	0.0912915	1124	1022	1215.23	1102860	177907	4923.64	3	22234600000	0.702494	37226700000	8208950000	0.340296	0.0750396	4.53489	330749	10420	328.274	0.0315043	1454.88	53315	7.36265	1486.16	860.274	0.443874	745142	3509.18	0.407881	1341	903	1497.07	1007910	330749	8594.11	7	45435600000	0.415336	928
319	6755160000	4142450000	0.52496	0.32192	1.63072	113437	11472	1160.18	0.101131	1180.22	70383.9	16.7052	1234.67	1196.9	0.143695	789431	3374.35	0.0574804	975	991	1240.51	959618	113437	43670.8	8	10897600000	0.846879	5567100000	2246830000	0.559134	0.225661	2.47776	99783	10194	1041.44	0.102162	1063.89	40925.2	-16.3148	1211.65	1216.53	0.171762	580936	2928.63	0.180554	793	990	1096.57	777508	99783	16785.1	5	7813930000	0.784795	19245000000	1595570000	0.708279	0.0587219	12.0616	164838	6675	270.299	0.0404943	1492.12	13298	-12.079	1434.83	1164.92	0.353124	466799	3321.71	0.717204	850	1327	1536.89	674879	164838	1072.79	3	20840600000	0.767001	1322
151	6431580000	5997240000	0.452152	0.421617	1.07242	119266	14890	1858.97	0.124847	1185.43	131829	7.10156	1268.93	1213.11	0.135642	879270	3472.93	0.00122123	1104	972	1236.95	1056560	119266	145715	11	12428800000	0.873769	5363710000	870290000	0.5226	0.0847946	6.16313	101309	8022	635.21	0.0791835	986.534	15.5563	10.912	1137.76	1207.76	0.235404	430363	2565.84	0.519542	673	967	1008.59	541752	101309	0.00238873	11	6234000000	0.607394	18762900000	3353930000	0.456566	0.0816125	5.59432	202721	8022	317.444	0.0395716	1199.47	56279.5	-60.7823	1525.47	1132.34	0.391582	517698	3003.5	0.485403	655	1188	1231.46	703195	202721	15624.4	12	22116900000	0.538178	1261
1276	11901500000	965848000	0.76916	0.06242	12.3223	124392	8748	615.212	0.0703261	1354.05	44293.5	1.56926	1200.5	1103.53	0.233843	531946	3165.75	0.722289	527	1281	1379.44	651900	124392	15772.1	7	12867300000	0.831581	14014800000	7187080000	0.561733	0.288069	1.95	157953	15447	1510.64	0.0977949	1367.98	114539	3.00339	1249	1050.05	0.133772	1180770	4018.22	0.103705	1268	1253	1375.87	1438340	157953	83057.3	9	21201900000	0.849802	57558500000	2879340000	0.707329	0.0353839	19.9901	285262	12030	507.326	0.0421718	1906.72	37658.5	-46.8731	1365.68	1239.76	0.387047	737022	4152.41	0.818513	1765	763	1956.27	1052270	285262	4971.44	5	60437800000	0.742713	1220
1108	11651700000	1839000000	0.571214	0.0901555	6.33588	142822	9348	611.846	0.0654521	1290.66	33386.3	17.1372	1249.14	1091.08	0.236103	604915	3167.19	0.529064	691	1277	1324.44	829489	142822	7804.45	5	13490700000	0.66137	13817000000	7914590000	0.60635	0.347327	1.74576	150954	16118	1720.99	0.106774	1423.09	88406.4	17.2765	1229.72	1083.04	0.122712	1230150	4147.63	0.0737688	1192	1291	1472.31	1458980	150954	51775.3	7	21731500000	0.953677	43377700000	2173630000	0.785425	0.0393571	19.9564	235007	10452	464.855	0.0444753	1830.91	13686.5	-4.74456	1353.7	1163.73	0.412435	569804	4002.81	0.818235	1596	951	1885.84	851908	235007	797.089	2	45551300000	0.824782	1174
949	4290000000	3388610000	0.294354	0.232506	1.26601	120724	11321	1061.64	0.0937759	976.429	64232.9	19.053	1235.6	1293.85	0.20776	581073	2792.41	0.0137803	873	855	1010.89	724975	120724	34176	8	7678610000	0.52686	3150500000	1244350000	0.467075	0.18448	2.53185	82129	7847	749.74	0.0955448	864.005	28928.3	4.0303	1182.32	1290.72	0.223248	367883	2431.96	0.188117	602	862	936.635	507822	82129	10189.4	5	4394850000	0.651554	13894100000	1864100000	0.414637	0.0556297	7.45351	183055	5333	155.368	0.0291333	1116.18	130.367	-39.5456	1475.37	1174.65	0.548627	333660	2640.35	0.582798	743	986	1149.66	569002	183055	0.0928447	6	15758200000	0.470267	1192
811	5067940000	1007950000	0.564547	0.112281	5.02798	94747	7122	535.351	0.0751686	925.006	21858.3	17.6443	1272.34	1268.34	0.238427	397384	2461.96	0.44651	656	922	950.641	552568	94747	5042.74	4	6075890000	0.676829	5372270000	2611450000	0.531535	0.258379	2.05719	100534	12486	1550.72	0.124197	1040.33	60202.4	7.12001	1209.81	1277.92	0.16487	609776	2959.29	0.119581	782	932	1093.56	717481	100534	36050.7	6	7983720000	0.789913	12670600000	1233360000	0.669663	0.0651854	10.2732	137553	5355	208.473	0.0389304	1193.35	12598	-17.4779	1368.22	1132.5	0.41241	333535	2738.77	0.676652	949	832	1223.18	513768	137553	1153.8	3	13903900000	0.734849	1073
643	12314700000	5379340000	0.422508	0.184561	2.28926	170724	13785	1113.06	0.0807444	1198.09	52349.6	33.2557	1233.75	1156.28	0.2061	828355	3407.94	0.153633	882	1106	1242.17	973231	170724	16052.1	5	17694100000	0.607069	10479100000	1974720000	0.512915	0.096656	5.30661	142935	11137	867.756	0.0779165	1125	68835.4	22.8538	1103.85	1167.65	0.255476	559485	2980.04	0.466314	698	1072	1141.71	729985	142935	33150.1	11	12453800000	0.609571	22664300000	5752610000	0.324684	0.0824105	3.93983	264205	6504	160.111	0.0246172	1135.57	5020.8	-65.2255	1584.76	1204.34	0.507669	520428	2900.68	0.354177	840	1028	1165.91	729013	264205	95.4124	1	28416900000	0.407094	1099
472	10472700000	1040370000	0.61691	0.0612848	10.0663	130292	7648	448.929	0.0586989	1189.38	42659.6	17.4944	1373.92	1117.23	0.280162	465059	2934.39	0.671205	514	1147	1217.2	549210	130292	13967.4	8	11513000000	0.678195	13755200000	6284830000	0.48184	0.220156	2.18863	168959	15487	1419.56	0.0916613	1227.6	47663.9	19.0468	1241.95	1100.73	0.180653	935267	3555.28	0.138958	1074	1169	1264.97	1184870	168959	13446.1	4	20040000000	0.701997	34355800000	3449610000	0.444396	0.0446211	9.95933	278045	7614	208.502	0.0273841	1443.03	10661.4	-25.0232	1413.66	914.554	0.557785	498481	3191.68	0.668318	1367	713	1485.6	694025	278045	408.804	2	37805500000	0.489017	1180
475	8418050000	5561580000	0.372302	0.24597	1.51361	150369	12872	1101.88	0.0856028	1045.88	90353.1	37.8394	1276.16	1179.38	0.208764	720281	3129.3	0.0417512	949	1038	1091.29	899859	150369	54291	10	13979600000	0.618271	7545800000	1141810000	0.611982	0.0926032	6.60865	111041	8292	619.206	0.0746751	1042.17	10	-23.4016	1080.73	1242.75	0.232024	478575	2744.29	0.543378	740	1023	1101.24	601995	111041	0.000900568	10	8687610000	0.704585	20452200000	10596500000	0.228492	0.118384	1.93009	299182	10476	366.822	0.0350155	1168.03	31233.9	-4.95484	1623.18	1101.8	0.413487	723558	3276.54	0.10076	902	1102	1220.89	988614	299182	3260.75	4	31048800000	0.346875	1150
478	10599800000	6909900000	0.386371	0.251871	1.534	165633	13139	1042.26	0.079326	1138.07	37416.7	-2.05883	1355.01	1145.54	0.208083	795996	3317.85	0.0444094	936	1126	1210.06	1020540	165633	8452.48	4	17509700000	0.638242	9326420000	1300910000	0.57782	0.0805985	7.16913	127046	9104	652.384	0.0716591	1163.77	148.699	2.94645	1071.2	1166.93	0.276575	459354	2873.87	0.57029	683	1073	1197.83	569274	127046	0.174041	7	10627300000	0.658419	23068000000	8540520000	0.243791	0.0902593	2.70101	307607	8809	252.265	0.0286372	1109.26	48178	6.51121	1617.46	984.336	0.513729	598773	2993.34	0.211238	823	1098	1144.17	769152	307607	7545.72	7	31608500000	0.33405	1156
