iMPALA	iMPASA	iMPALN	iMPASN	iMPAR	iA	iBPC	iBPR	iBPAR	iCL	iCi	iCMBD	iCMX	iCMY	iCo	iCHA	iCHC	iE	iOEX	iOEY	iMECD	iMARA	iOSA	iR	iSC	iAZRM	iNZRM	iMPALAt	iMPASAt	iMPALNt	iMPASNt	iMPARt	iAt	iBPCt	iBPRt	iBPARt	iCaLt	iCit	iCMBDt	iCMXt	iCMYt	iCot	iCHAt	iCHCt	iEt	iMECDt	iMARAt	iRt	iSCt	iAZRMt	iNZRMt	iNI	iNL	iPH	iMLI	iBM
2454950000	1273590000	0.680501	0.353034	1.92758	60063	5988	596.976	0.0996953	874.562	46.9706	-10.6397	1257.49	1456.23	0.135187	444296	2567.95	0.100388	799	854	936.556	593905	60063	0.036732	6	3728540000	1.03354	1462500000	152555000	0.737848	0.0769655	9.58673	44521	3488	273.267	0.0783451	816.65	7811.27	-4.47646	1192.03	1118.65	0.25784	172669	1900.47	0.657858	841.149	273239	1370.5	3	1615060000	0.814813	2	5	9.976	3.428	56015.96917
1465480000	903585000	0.892257	0.550149	1.62185	40527	5081	637.021	0.125373	847.682	12869.2	-11.7273	1244.41	1502.7	0.128201	316122	2274.31	0.0562537	818	657	874.39	474381	40527	4086.59	3	2369060000	1.44241	860242000	98255300	0.813779	0.0929484	8.75517	32513	2473	188.101	0.0760619	683.703	47.6568	-15.8973	1256.87	1144.4	0.277098	117334	1605.42	0.631994	703.924	192913	0.0698544	2	958497000	0.906727	3	5	13.884	1.779666667	34964.86946
3049890000	1398510000	0.96687	0.443354	2.18081	56164	5894	618.532	0.104943	934.949	5040.68	10.3259	1330.54	1438.86	0.121822	461032	2656.18	0.137811	841	924	986.835	643553	56164	452.398	1	4448400000	1.41022	1050390000	401714000	0.688895	0.263463	2.61477	39048	3063	240.268	0.0784419	681.705	2550.38	19.6941	1240.29	1030.32	0.210621	185395	1894.39	0.199553	744.067	330054	166.575	1	1452100000	0.952357	3	5	17.966	1.427666667	49003.57194
1351340000	453879000	1.2834	0.43106	2.9773	32449	4973	762.141	0.153256	926.232	7713.3	3.16926	1280.13	1589.5	0.123653	262419	2176.93	0.247155	880	569	953.049	388197	32449	1833.49	2	1805210000	1.71446	844672000	8901200	1.01773	0.0107249	94.8941	28809	2002	139.123	0.0694922	752.597	5131.03	19.139	1278.8	1137.91	0.587711	49019	1543.1	0.958722	774.797	69293.1	913.862	3	853573000	1.02845	2	5	11.235	2.458	30385.75203
1699320000	771022000	1.01859	0.462156	2.20399	40845	5523	746.812	0.135219	987.434	22723.5	-28.4334	1281.3	1571.84	0.104343	391450	2482.38	0.141209	788	630	1014.14	486222	40845	12641.8	5	2470350000	1.48074	822616000	11109200	0.965712	0.0130417	74.0482	29186	2340	187.611	0.0801754	737.456	1975.03	6.77799	1231.16	1111.39	0.559805	52136	1512.89	0.947411	758.626	65913.6	133.651	1	833725000	0.978754	2	5	9.227	2.071	37690.20629
2668910000	1680910000	1.05583	0.664978	1.58777	50277	6685	888.86	0.132963	1061.12	39958.3	-18.125	1195.83	1489.19	0.10142	495729	2816.99	0.0515901	1020	728	1091.61	671017	50277	31757.3	8	4349830000	1.72081	1801370000	88222600	1.17672	0.0576301	20.4185	39126	2605	173.44	0.0665798	819.413	2160.33	-28.9459	1320.28	1188.24	0.256754	152387	1849.37	0.821965	843.621	207047	119.282	1	1889600000	1.23435	2	5	14.803	2.659	47621.71378
6560940000	2496600000	1.33484	0.507943	2.62794	70108	8577	1049.31	0.12234	1492.62	93952	-0.724259	1227.28	1450.93	0.0852572	822312	3688.96	0.201353	1230	872	1537.4	1070460	70108	125905	14	9057540000	1.84279	3459510000	49935100	1.25525	0.0181184	69.2802	52498	3798	274.769	0.0723456	1048.44	5376.91	10.6473	1219.99	1141.4	0.315053	166632	2239.71	0.943895	1076.86	215697	550.709	2	3509450000	1.27337	3	5	16.225	1.599666667	60552.36212
2592920000	1277120000	1.28234	0.631605	2.03028	44967	5192	599.481	0.115462	965.064	4432.97	-54.3589	1392.3	1418.99	0.106524	422129	2686.39	0.115597	895	829	1045.89	673151	44967	437.014	1	3870040000	1.91394	2117050000	833170000	0.769996	0.303034	2.54096	52435	4246	343.826	0.0809764	821.91	83.598	-15.5434	895.383	1005.83	0.175425	298902	2309.19	0.189383	881.963	475595	0.133282	4	2950220000	1.07303	3	5	24.327	2.179	45295.13517
2097340000	677841000	1.2289	0.397169	3.09414	41312	6404	992.719	0.155015	1037.45	43008.4	15.6743	1201.36	1584.9	0.111843	369374	2482.44	0.261629	905	599	1066.05	540592	41312	44774.5	8	2775180000	1.62607	1100370000	23037400	1.02168	0.02139	47.7644	32818	3034	280.491	0.0924493	745.054	11850	9.96071	1260.04	1158.19	0.407667	80502	1592.96	0.919655	767.073	115008	4278.84	5	1123410000	1.04307	3	5	11.603	1.029	37413.98194
2046000000	865421000	0.890617	0.376715	2.36417	47930	5046	531.235	0.105278	896.835	47.3137	12.3714	1160.64	1470.41	0.142234	336980	2356.08	0.16443	684	894	919.86	442889	47930	0.0467053	4	2911420000	1.26733	480878000	113646000	0.619145	0.146322	4.23138	27869	2537	230.951	0.091033	566.359	5445.7	8.49692	1115.49	1221.02	0.250132	111417	1487.54	0.381543	597.675	198292	1064.11	3	594524000	0.765467	3	5	16.769	1.561	38152.26777
2316720000	648456000	1.34614	0.376789	3.57267	41485	5052	615.227	0.121779	919.603	25782.7	-12.5989	1313.69	1441.33	0.115258	359932	2426.38	0.31654	738	810	947.098	417522	41485	16023.8	6	2965180000	1.72293	358998000	11079200	0.892669	0.0275491	32.4029	20054	2157	232.006	0.10756	627.115	3213.5	14.4126	1179.59	1069.42	0.439087	45672	1293.59	0.883835	645.892	67950.3	514.94	2	370078000	0.920218	3	4	16.227	1.621333333	28377.42914
2776490000	1570950000	1.06676	0.603578	1.76739	51017	7436	1083.84	0.145755	978.185	62547.8	9.92584	1264.08	1401.37	0.0908406	561610	2824.69	0.0768935	873	894	1039.66	722502	51017	76684.8	10	4347440000	1.67034	1955870000	816205000	0.646733	0.269888	2.3963	54993	5102	473.34	0.0927754	756.77	11074.5	-23.6568	999.91	1160.64	0.186397	295031	2181.42	0.169023	805.243	380329	2230.17	4	2772070000	0.916622	3	5	18.666	1.702333333	56031.50212
3288310000	2222860000	0.682167	0.461137	1.47932	69429	7128	731.804	0.102666	1087.92	698.117	-0.844732	1227.23	1478.35	0.113798	610109	2983.99	0.0373749	1070	889	1120.98	772874	69429	7.01965	3	5511160000	1.1433	2536530000	39807300	0.838826	0.0131642	63.7202	54990	2684	131.003	0.0488089	918.989	4440.55	20.6021	1201.59	1212.36	0.545725	100765	1914.67	0.939151	945.819	125929	358.583	2	2576330000	0.85199	3	5	15.928	1.248	60454.1386
6766400000	1998690000	1.1079	0.327257	3.38541	78150	7889	796.37	0.100947	1150.88	25692.9	14.6396	1309.6	1180.03	0.12504	624998	3050.75	0.295874	841	1125	1175.72	841022	78150	8446.91	4	8765100000	1.43516	1897130000	691006000	0.456056	0.166113	2.74546	64497	4235	278.078	0.065662	715.824	9629.09	-45.3476	1092.98	1066.81	0.320251	201395	1829.94	0.217175	734.797	284978	1437.58	3	2588140000	0.622169	3	5	24.397	2.819666667	72121.76341
3296900000	884858000	1.73856	0.466613	3.72591	43547	6904	1094.57	0.158541	1203.71	65568.2	-2.20938	1326.64	1333.48	0.063866	681850	3258.46	0.3327	1033	1065	1256.99	901494	43547	98725.2	12	4181760000	2.20517	2165640000	264750000	1.01739	0.124376	8.17993	46137	4070	359.037	0.0882155	950.329	8361.52	15.6131	1138.52	1106.69	0.221603	208197	2222.22	0.611733	978.316	359374	1515.38	3	2430380000	1.14176	3	5	20.08	2.357666667	46732.09158
1230380000	139791000	1.11889	0.127123	8.80157	33161	3985	478.883	0.120171	853.793	13387.2	-1.0164	1166.95	1528.36	0.186112	178178	1959.03	0.633538	492	760	879.406	309288	33161	5404.44	4	1370170000	1.24601	305640000	31867500	0.838421	0.0874179	9.59096	19093	2161	244.588	0.113183	554.116	1788.68	-2.94141	1154.83	1184.06	0.26566	71870	1216.62	0.65798	570.207	115768	167.568	1	337508000	0.925839	2	5	16.924	2.2095	27915.35931
4758030000	1000270000	1.28235	0.269585	4.75676	60913	7543	934.067	0.123832	1258.84	290559	7.76146	1298.91	1364.85	0.0970504	627643	3186.93	0.425864	812	1001	1296.43	790890	60913	1385980	49	5758290000	1.55194	1793130000	73942600	0.87632	0.0361365	24.2503	45235	3243	232.498	0.0716923	884.541	5163.72	6.23172	1248.22	1103.6	0.344136	131445	1906.76	0.84786	910.847	189449	589.454	2	1867070000	0.912457	3	6	18.206	1.901	58052.70576
3161700000	2386080000	0.585542	0.441899	1.32506	73482	8483	979.305	0.115443	867.719	71919.6	7.42753	1272.98	1535.56	0.176169	417110	2465.68	0.0195459	822	654	914.003	523870	73482	70390.4	11	5547780000	1.02744	1781900000	603684000	0.424175	0.143705	2.9517	64814	4967	380.644	0.0766347	665.075	13464.6	-33.4514	1004.07	1102.39	0.314727	205937	1783.67	0.243927	687.933	259133	2797.17	4	2385580000	0.56788	4	6	15.561	1.0715	68708.02597
1282380000	902862000	0.849859	0.598345	1.42035	38845	5006	645.129	0.128871	782.065	7889.28	0.303477	1277.25	1521.17	0.121482	319760	2177.88	0.0301625	750	639	812.569	437059	38845	1602.29	2	2185240000	1.4482	799678000	30849800	0.960846	0.0370673	25.9216	28849	1993	137.684	0.0690838	639.508	1684.78	-4.99431	1179.02	1072.32	0.432635	66682	1386.25	0.85694	658.403	117967	98.3906	1	830528000	0.997913	3	5	16.148	1.314	35048.90197
3298500000	2851540000	1.04367	0.902253	1.15674	56218	6589	772.26	0.117205	1103.02	16806.4	-6.9544	1363.95	1416.78	0.0904929	621242	3197.39	0.0052818	1087	1020	1216.73	926098	56218	5024.28	3	6150030000	1.94593	1704260000	164972000	0.964345	0.0933479	10.3307	42039	3180	240.548	0.0756441	864.299	5551.27	-0.606623	1256.4	1003.92	0.228794	183742	1988.84	0.678132	889.937	317070	733.048	2	1869240000	1.05769	3	4	18.747	1.651	50398.87594
2239320000	903001000	1.30684	0.526978	2.47987	41395	5538	740.897	0.133784	950.382	13815	-33.1667	1303.37	1406.23	0.095663	432717	2683.63	0.180851	851	897	1025	598237	41395	4610.59	3	3142320000	1.83381	669983000	51920100	1.38451	0.107293	12.9041	21998	2867	373.656	0.13033	773.817	372.99	-2.55748	1309.56	1094.01	0.200064	109955	1786.66	0.733006	799.094	194420	6.32428	7	721903000	1.49181	3	4	17.998	1.918666667	32686.27907
1892050000	743480000	0.933224	0.366711	2.54485	45027	6416	914.231	0.142492	863.797	94025.9	0.995539	1139.58	1520.09	0.114973	391632	2389.75	0.189923	828	697	899.966	528516	45027	196346	19	2635530000	1.29993	1165070000	257312000	0.878891	0.194107	4.52786	36409	3699	375.803	0.101596	691.142	7759.1	-43.9672	1104.63	1241.59	0.212597	171258	1790.49	0.407295	728.539	261474	1653.54	3	1422380000	1.073	3	5	11.231	1.377666667	42495.22517
2881520000	1152050000	1.0677	0.426873	2.50122	51950	8195	1292.74	0.157748	920.005	218726	3.18319	1271.85	1535.43	0.107	485515	2622.42	0.183844	828	742	938.644	578538	51950	920908	43	4033570000	1.49458	1347020000	318879000	0.694542	0.164419	4.22422	44039	3863	338.853	0.0877177	695.523	7693.75	-30.1741	1054.19	1171.15	0.268947	163746	1733.68	0.380896	716.321	243192	1344.12	3	1665900000	0.858961	3	5	13.181	1.318666667	51005.49869
3890720000	2123950000	0.832701	0.454574	1.83183	68355	8644	1093.1	0.126457	983.041	194225	8.92184	1234.92	1404.16	0.116941	584523	2882.12	0.0862848	838	925	1024.93	729360	68355	551875	27	6014670000	1.28727	1820700000	462600000	0.560544	0.142422	3.93579	56992	3715	242.161	0.0651846	688.094	52.4558	-14.1318	1020.35	1131.88	0.302194	188594	1828.21	0.353783	729.106	258058	0.0482807	3	2283300000	0.702967	3	5	21.087	2.049666667	69019.82102
2511350000	508014000	1.09501	0.221506	4.94346	47890	5817	706.567	0.121466	983.354	52335.8	-0.879676	1162.23	1341.15	0.132019	362751	2534.71	0.440227	576	940	1012.12	527735	47890	57194.3	12	3019360000	1.31651	1464260000	510322000	0.520176	0.181291	2.86929	53056	4004	302.172	0.0754674	702.2	9407.72	-50.423	983.507	1253.35	0.260354	203784	1898.48	0.233395	745.139	319805	1668.15	3	1974590000	0.701467	3	5	20.671	3.120333333	52133.73914
3121720000	253668000	1.80007	0.146272	12.3063	41644	5146	635.898	0.123571	1080.14	33848.6	-18.4988	1434.38	1462.6	0.13562	307064	2489.84	0.721982	744	808	1112.55	470270	41644	27512.4	9	3375390000	1.94634	1126570000	35040100	1.45477	0.0452482	32.1508	27828	3101	345.559	0.111434	761.672	4947	0.41547	1134.69	858.279	0.223858	124311	1716.2	0.882979	774.649	199591	879.43	2	1161610000	1.50002	2	4	12.901	4.201	38207.62988
2793840000	1690920000	0.928031	0.561674	1.65226	54868	6429	753.3	0.117172	1082.17	15010.1	-0.756951	1290.62	1438.43	0.117139	468401	2808.58	0.0604795	1073	768	1132.8	696821	54868	4106.26	3	4484750000	1.48971	1962050000	107288000	0.920869	0.0503546	18.2877	46159	3094	207.388	0.0670292	971.249	6	1.74131	1116.55	1060.2	0.404329	114162	2054.46	0.803366	1000.27	222619	0.000779913	6	2069340000	0.971223	3	5	17.052	1.683	48126.2706
1842750000	486241000	1.26149	0.332867	3.78979	38220	3873	392.468	0.101334	809.662	6588.29	13.6635	1219.41	1489.61	0.153916	248317	2192.56	0.339242	579	782	873.511	432054	38220	1135.68	2	2328990000	1.59436	369947000	32489100	0.746468	0.0655556	11.3868	22262	1635	120.08	0.0734435	479.15	2655.51	-16.8615	1140.09	1182.12	0.327787	67916	1159.57	0.703146	493.094	100195	316.762	2	402436000	0.812024	2	4	17.61	3.043	31518.07554
1433350000	633571000	1.77561	0.784859	2.26233	28412	5108	918.333	0.179783	970.784	970.607	-12.4653	1363.98	1606.93	0.0791425	358998	2503.62	0.149723	971	678	1012.83	515899	28412	33.1578	4	2066920000	2.56047	1107030000	9396780	1.3136	0.0111503	117.809	29030	2280	179.07	0.0785394	774.367	2019.76	14.2231	1258.15	1015.78	0.468657	61943	1598.92	0.966616	797.538	80174.4	140.525	1	1116420000	1.32475	3	4	14.123	1.034666667	29891.40757
2593810000	1478990000	0.721127	0.411188	1.75376	59974	6420	687.238	0.107046	877.212	5508.73	11.9602	1141.57	1387.41	0.143957	416609	2493.93	0.0749236	805	875	903.289	531128	59974	505.988	1	4072800000	1.13232	2111570000	584217000	0.652497	0.18053	3.61435	56887	3722	243.523	0.065428	717.064	3377.42	-41.8985	995.846	1232.31	0.291152	195386	1929.73	0.321001	773.078	335215	200.519	3	2695780000	0.833027	3	5	19.312	1.831666667	59516.32403
977081000	384368000	0.725198	0.285281	2.54205	36706	5790	913.314	0.15774	798.201	60.3553	7.82931	1295.82	1528.66	0.124327	295238	2098.94	0.189534	618	783	821.736	397165	36706	0.0992417	5	1361450000	1.01048	558369000	27388800	0.707347	0.0346963	20.3868	28096	2340	194.889	0.0832859	577.917	1911	1.46715	1247.47	1103.05	0.413956	67872	1276.51	0.821714	593.498	83458.1	129.98	1	585758000	0.742043	4	6	16.085	0.802	36456.68542
3168250000	757396000	1.00307	0.239792	4.18308	56201	6300	706.215	0.112098	1097.78	15510.6	-2.52606	1168.58	1374.03	0.13394	419598	2772.42	0.377155	898	920	1127.23	604095	56201	4280.66	3	3925650000	1.24286	1621880000	309713000	0.903444	0.172521	5.23672	42370	3201	241.831	0.0755487	784.888	2442.12	-59.8316	1094.82	1220.52	0.263564	160758	1866.16	0.461474	808.146	282001	140.759	1	1931590000	1.07597	3	5	16.766	1.129333333	49090.84706
2789070000	850592000	1.04825	0.319687	3.27898	51582	5595	606.879	0.108468	990.598	4728.69	-7.68637	1220.69	1393.03	0.132146	390342	2589.29	0.283661	818	873	1036.31	582612	51582	433.495	1	3639660000	1.36793	999148000	89637300	0.892384	0.0800592	11.1466	33461	2961	262.022	0.0884911	758.093	2327.51	-13.145	1140.31	1113.89	0.241366	138632	1740.87	0.6978	780.468	207704	161.9	1	1088790000	0.972443	3	4	19.002	2.508666667	45773.36115
2394370000	1449470000	0.622505	0.376841	1.6519	62019	5836	549.169	0.0941002	910.02	231.551	17.3544	1349.07	1525.47	0.151146	410325	2466.91	0.0604294	895	722	947.131	525331	62019	0.864509	3	3843840000	0.999346	1542100000	153189000	0.815934	0.0810529	10.0667	43474	3116	223.339	0.071675	772.493	243.995	6.1569	1133.79	1040.9	0.255907	169882	1858.79	0.671215	796.356	248313	1.36941	5	1695290000	0.896986	2	4	15.599	3.029	49124.00097
2700080000	1334630000	1.15476	0.570791	2.02309	48355	6623	907.127	0.136966	1131.49	36607.7	-14.18	1293.51	1453.32	0.0856886	564311	3076.91	0.114532	1077	829	1210.15	890928	48355	27714.3	7	4034700000	1.72556	1295450000	55747000	1.07855	0.046413	23.2381	34657	3420	337.49	0.0986814	984.147	2902.34	-4.73087	1215.08	1087.32	0.283985	122038	2043.75	0.841779	1013.49	195751	243.055	1	1351200000	1.12496	3	5	15.231	1.434333333	40486.74251
3795120000	2373260000	0.849428	0.531186	1.59912	66842	8137	990.556	0.121735	1061.53	69952.4	-14.1547	1307.25	1427.63	0.118073	566107	2965.76	0.053134	783	834	1101.75	651060	66842	73207.6	12	6168380000	1.38061	1370150000	667222000	0.544155	0.264988	2.05351	50179	4110	336.637	0.0819068	746.84	230.108	-42.9805	1420.04	1093.72	0.21666	231603	1965.92	0.119036	772.855	325253	1.05521	4	2037370000	0.809143	3	5	14.796	1.425666667	60523.53685
1070140000	433291000	1.08684	0.440049	2.46981	31379	4760	722.062	0.151694	877.356	3759.88	-21.9954	1373	1648.57	0.108157	290125	2290.08	0.179436	842	518	924.635	434797	31379	450.515	18	1503440000	1.52689	482539000	20428100	1.72319	0.0729507	23.6213	16734	2644	417.756	0.158002	654.313	3367.38	-6.17084	1118.98	1003.34	0.256193	65318	1448.47	0.844137	673.825	117083	677.617	3	502967000	1.79614	3	4	9.955	0.886333333	24262.81824
1632810000	1237320000	1.29979	0.984964	1.31964	35443	6122	1057.44	0.172728	1178.25	34242.9	-18.0834	1267.92	1466.46	0.0558078	635090	3129.94	0.0189877	1143	826	1219.83	836392	35443	33083.4	7	2870130000	2.28476	2284040000	41170000	3.86868	0.0697332	55.4784	24298	2894	344.688	0.119104	951.851	5107.65	-44.45	1322.2	1134.29	0.185056	131301	2070.41	0.93043	979.804	186021	1073.67	9	2325210000	3.93842	3	5	18.695	2.185	33780.56644
277160000	230977000	0.662806	0.552362	1.19995	20449	4184	856.074	0.204607	715.437	89809	11.0489	1329.26	1665.4	0.0847539	241275	1927.45	0.00826059	633	450	736.098	283768	20449	394428	28	508137000	1.21517	295603000	2938090	1.14452	0.0113757	100.611	16071	1548	149.107	0.0963226	561.769	1332.76	-3.43574	1183.42	1079.35	0.701362	22914	1138.93	0.961021	578.359	34717.6	110.525	1	298541000	1.15589	2	5	9.145	1.819	19885.68056
1819400000	650319000	1.57981	0.564683	2.7977	33936	5467	880.719	0.161097	1029.78	4578.5	-8.55078	1177.54	1538.53	0.0858963	395081	2555.6	0.224075	1007	722	1060.45	548430	33936	617.713	1	2469710000	2.1445	1224130000	38904900	1.26751	0.0402834	31.4647	31077	2813	254.625	0.0905171	867.828	296.522	5.92538	1189.9	1232.58	0.348502	89173	1805.13	0.880584	893.041	133198	2.82927	3	1263040000	1.30779	3	4	13.957	1.640333333	35300.14631
1929690000	873649000	1.23198	0.557765	2.20877	39577	5782	844.721	0.146095	1015.45	1901.56	4.72116	1228.72	1548.06	0.0950598	416338	2548.09	0.141909	775	723	1045.92	554150	39577	91.3647	7	2803340000	1.78974	745714000	83587700	0.73724	0.0826379	8.92133	31804	3162	314.371	0.0994215	688.554	22.9706	-9.70702	1085.7	1141.7	0.33633	94562	1540.34	0.637465	708.85	155403	0.0165906	6	829302000	0.819878	3	5	15.925	1.371333333	37271.65743
1419250000	605265000	0.947333	0.404007	2.34484	38706	5174	691.631	0.133674	791.258	23835.5	-6.37218	1320.65	1574.51	0.118741	325971	2166.62	0.161656	678	675	814.943	426728	38706	14678.1	6	2024520000	1.35134	1124220000	378805000	0.589015	0.198469	2.9678	43688	4143	392.887	0.0948315	606.825	3	-65.1271	968.976	1055.06	0.246995	176878	1688.97	0.245959	641.02	246226	0.000206006	3	1503020000	0.787484	3	5	14.637	1.501	40958.77004
2314490000	795859000	0.79149	0.272162	2.90816	54076	5409	541.04	0.100026	865.283	73781.4	9.85645	1243.15	1412.79	0.153501	352285	2330.36	0.238389	587	818	890.228	478561	54076	100667	16	3110350000	1.06365	1197110000	783113000	0.387076	0.253214	1.52865	55612	4359	341.669	0.0783824	655.617	6922.2	-15.8211	921.385	1130.26	0.300115	185302	1804.08	0.043708	710.381	299656	861.628	2	1980220000	0.640289	2	5	10.486	1.885	56420.03894
2657830000	1447420000	0.929902	0.506412	1.83626	53462	6337	751.142	0.118533	910.651	13338.6	-2.86112	1288.14	1377.18	0.122518	436361	2535.68	0.0869336	771	854	956.684	616721	53462	3327.95	3	4105250000	1.43631	1380140000	259658000	0.686547	0.129166	5.31524	44836	3457	266.546	0.0771032	730.929	327.647	-52.3406	990.245	1096.18	0.255916	175198	1834.13	0.466906	754.479	285421	2.39434	4	1639800000	0.815712	3	5	15.7	2.341	50686.61209
3266380000	2952300000	1.23789	1.11886	1.10639	51368	7360	1054.54	0.14328	1305.41	6289.84	0.459732	1264.41	1351.79	0.0833006	616658	3392.35	0.00255089	1291	899	1371.1	1047880	51368	770.17	1	6218680000	2.35675	2582060000	10056000	2.04919	0.00798073	256.768	35497	4660	611.759	0.131279	1145.2	13514.4	-7.9121	1217.6	1091.89	0.299144	118662	2361.38	0.984542	1179.56	214138	5145.19	7	2592120000	2.05717	3	5	15.514	1.568666667	44579.7652
1739110000	1076990000	0.718188	0.444759	1.61478	49209	5239	557.766	0.106464	883.183	13458.5	-1.15355	1265.88	1486.74	0.119586	411496	2492.29	0.0552805	822	823	911.086	463768	49209	3680.85	3	2816100000	1.16295	786874000	84120800	0.999378	0.106839	9.3541	28060	2712	262.115	0.09665	692.533	5916.99	-20.1311	1100.97	1174.04	0.24734	113447	1589.87	0.65099	713.044	185859	1247.71	3	870995000	1.10622	3	5	15.271	1.591666667	39523.78938
3365830000	1801140000	0.901975	0.482671	1.86872	61087	7245	859.267	0.118601	1092.86	12271.1	18.2234	1198.78	1378.73	0.103821	588389	3056.73	0.0917025	1089	859	1179.7	886686	61087	2465.02	2	5166970000	1.38465	2965290000	216855000	1.21137	0.0885893	13.6741	49476	3928	311.852	0.079392	975.087	5425.76	-23.7155	1044.61	1258.88	0.332565	148771	2111.17	0.745986	1004.33	274111	595.013	4	3182150000	1.29996	3	5	18.56	2.091	57116.75372
838602000	357215000	1.07409	0.457525	2.34761	27942	4387	688.776	0.157004	836.416	10857	-5.45176	1233.44	1609.38	0.119501	233823	2084.96	0.162053	667	639	861.192	376967	27942	4218.52	3	1195820000	1.53162	347457000	61151700	0.861048	0.151543	5.68188	20088	2564	327.265	0.127638	641.263	5402.55	-8.27211	1214.6	1178.76	0.201462	99711	1499.84	0.490957	660.091	184132	1452.98	3	408609000	1.01259	3	5	7.776	1.045666667	25178.57106
2813500000	1339680000	0.922284	0.439158	2.10012	55232	6195	694.851	0.112163	1006.75	46273.8	-3.59563	1240.26	1475.67	0.134917	409376	2661.4	0.125929	862	864	1055.2	596546	55232	38768.5	9	4153180000	1.36144	1141460000	54252800	1.31022	0.062274	21.0396	29516	3519	419.547	0.119223	706.595	5506.36	-5.84469	1125.74	1196.84	0.229538	128589	1656.48	0.826744	727.712	174786	1027.24	5	1195710000	1.3725	3	5	13.479	1.252	42564.01541
1074260000	249934000	0.608125	0.141484	4.2982	42030	3693	324.488	0.0878658	713.154	34081.1	21.4958	1221.48	1528.59	0.215217	195291	1779.7	0.387523	437	663	729.959	272673	42030	27635.6	11	1324200000	0.749609	830196000	13332400	1.30669	0.0209845	62.2692	25206	2385	225.669	0.0946203	749.563	83.1838	11.4214	1171.96	1145.45	0.163787	153895	1835.83	0.937777	761.959	292505	0.27452	3	843528000	1.32767	3	5	13.358	1.229333333	35306.14017
2940190000	933617000	0.940078	0.298508	3.14925	55925	5899	622.23	0.105481	1113.43	992.948	7.48596	1297.48	1381.88	0.101941	548603	2959.54	0.268309	917	1114	1146.81	676886	55925	17.6298	3	3873810000	1.23859	1147230000	83216200	1.12146	0.0813472	13.7861	31984	2611	213.148	0.0816346	770.575	2084.15	-9.1567	1185.22	1209.17	0.266704	119923	1725.8	0.747772	793.5	191469	135.808	1	1230450000	1.20281	3	5	23.585	2.121	46642.16998
2016410000	698677000	0.943764	0.327009	2.88605	46223	5135	570.457	0.111092	801.09	12893	-18.4593	1292.77	1447	0.141104	327581	2253.13	0.235553	646	750	845.131	413874	46223	3596.25	3	2715090000	1.27077	1178380000	141524000	0.724699	0.087037	8.32633	40324	3997	396.191	0.0991221	648.784	5234.79	-25.9373	1094.48	1102.88	0.300479	134199	1565.1	0.617094	664.887	201242	679.572	2	1319900000	0.811736	3	4	15.469	2.091333333	46473.18964
2031030000	1001060000	0.868159	0.427901	2.02888	48368	6060	759.254	0.125289	991.736	29520	-8.90484	1236.73	1448.69	0.105498	458475	2628.33	0.115389	869	726	1011.34	563220	48368	18016.7	6	3032080000	1.29606	1207670000	69648200	1.06193	0.0612432	17.3396	33723	2640	206.672	0.0782849	758.521	2188.3	-27.1566	1215.8	1166.89	0.273735	123196	1649.84	0.793786	780.673	173795	142	1	1277320000	1.12318	3	5	16.47	2.181666667	40603.53961
1353240000	643893000	0.816009	0.38827	2.10165	40723	5201	664.254	0.127716	898.935	21926.9	5.4842	1252.53	1511.35	0.120252	338646	2316	0.126154	716	739	926.718	439374	40723	11806.3	5	1997130000	1.20428	380977000	36766200	0.712418	0.068752	10.3621	23125	2681	310.822	0.115935	606.822	63.4264	-7.80379	1143.91	1092.88	0.277821	83237	1341.75	0.678938	624.912	126913	0.173964	3	417743000	0.78117	3	5	15.776	1.339333333	30986.70326
2444980000	600091000	0.859155	0.210869	4.07435	53346	5639	596.077	0.105706	1034.75	27890.7	-19.1954	1365.01	1450.38	0.140446	379834	2621.86	0.367067	869	836	1065.74	553979	53346	14582	6	3045070000	1.07002	988153000	63451100	1.1099	0.0712688	15.5735	29838	2759	255.114	0.092466	795.578	3	-8.52699	1233.47	1017.82	0.224564	132871	1742.93	0.773213	819.146	188878	0.000301629	3	1051600000	1.18117	2	5	13.375	3.035	41316.27629
2975110000	1191020000	1.04756	0.419366	2.49796	53292	5796	630.369	0.108759	993.415	4990.86	-9.04742	1155.95	1392.99	0.105642	504456	2772.05	0.183388	917	993	1025.13	561844	53292	467.4	1	4166130000	1.46693	1815380000	108975000	1.3721	0.0823652	16.6587	36374	2955	240.062	0.0812394	843.664	2372.22	-7.5395	1129.93	1266.38	0.290233	125327	1854.6	0.78631	867.165	213527	154.71	1	1924350000	1.45446	3	5	17.153	2.101666667	42502.61521
2342170000	1984190000	0.843424	0.714514	1.18042	52697	7334	1020.7	0.139173	1143.34	43074	0.32586	1345.08	1447.32	0.0829052	635630	3110.91	0.0068466	1144	865	1220.68	879797	52697	35208.3	7	4326350000	1.55794	3286930000	62912200	1.14674	0.0219488	52.2463	53538	3402	216.176	0.0635436	1051.15	8125.96	6.51961	1130.48	969.304	0.499911	107095	2163.27	0.926288	1082.66	162680	1233.35	3	3349840000	1.16869	3	5	15.813	1.827333333	57611.90841
