iMPALA	iMPASA	iMPALN	iMPASN	iMPAR	iA	iBPC	iBPR	iBPAR	iCL	iCi	iCMBD	iCMX	iCMY	iCo	iCHA	iCHC	iE	iOEX	iOEY	iMECD	iMARA	iOSA	iR	iSC	iAZRM	iNZRM	iMPALAt	iMPASAt	iMPALNt	iMPASNt	iMPARt	iAt	iBPCt	iBPRt	iBPARt	iCaLt	iCit	iCMBDt	iCMXt	iCMYt	iCot	iCHAt	iCHCt	iEt	iMECDt	iMARAt	iRt	iSCt	iAZRMt	iNZRMt	iNI	iNL	iPH	iMLI	iBM
2995740000	1422080000	1.11535	0.529456	2.10659	51826	7857	1191.15	0.151603	1172.52	52966.2	-5.13866	1345.89	1550.5	0.0985199	526046	2872.91	0.126883	1058	645	1207.69	676399	51826	54131.4	9	4417830000	1.6448	1743410000	89297600	1.2508	0.0640664	19.5235	37334	3899	407.194	0.104436	886.898	27825	-11.685	1118.65	959.779	0.306282	121894	1901.08	0.814598	913.373	191297	20738	11	1832700000	1.31487	3	5	11.488	1.334	49720.65641
3877860000	1732150000	1.29903	0.580244	2.23876	54637	7425	1009.03	0.135897	1208.98	126560	-7.97893	1385.04	1544.53	0.0904317	604180	3077.74	0.146291	1200	725	1245.25	868076	54637	293162	21	5610010000	1.87927	2884640000	39829100	1.7246	0.023812	72.4254	40898	4333	459.066	0.105947	1121.7	5255.29	-2.75995	1333.75	949.782	0.34912	117146	2294.83	0.946265	1155.27	187279	675.292	3	2924470000	1.74841	3	5	14.5	1.161333333	46952.50194
4205260000	2611670000	1.18208	0.734125	1.61018	59645	7402	918.595	0.124101	1271.9	31478.9	-24.1573	1250.02	1454.58	0.0936794	636693	3293.33	0.0546486	1015	966	1320.88	947379	59645	16613.7	5	6816930000	1.9162	2050000000	27046800	1.41312	0.018644	75.7946	38088	3664	352.47	0.0961983	812.119	2693.38	0.467182	1211.45	1084.86	0.379144	100458	1770.85	0.948591	836.482	118193	190.461	1	2077050000	1.43176	3	5	17.841	1.653666667	50930.52017
1382250000	607038000	0.930502	0.408646	2.27703	38542	5396	755.457	0.140003	948.64	157081	-11.6713	1140.23	1644.51	0.118573	325048	2320.78	0.15186	888	512	974.79	453257	38542	640193	41	1989290000	1.33915	859612000	37247400	0.818108	0.035449	23.0784	32415	2536	198.405	0.0782354	721.034	5680.16	18.7396	1240.94	1200.36	0.375739	86270	1528.87	0.840775	742.656	121635	995.348	3	896860000	0.853557	2	5	10.186	1.604	33010.39356
2502290000	793777000	1.60223	0.508261	3.15239	39519	5656	809.493	0.143121	1135.52	439.529	-28.1172	1227.38	1671.26	0.10502	376301	2733.35	0.268686	1122	604	1169.58	631742	39519	4.88843	3	3296070000	2.1105	1362600000	12534000	1.31909	0.0121338	108.712	32140	3520	385.513	0.109521	856.398	7929.22	8.30538	1263.71	1191.51	0.52353	61391	1742.79	0.963873	881.975	91263.1	1956.21	3	1375130000	1.33123	2	5	9.557	1.1465	34698.06297
1882750000	947846000	0.942529	0.474503	1.98635	44694	5853	766.492	0.130957	981.366	22949.2	8.93059	1349.34	1560.92	0.109724	407332	2569.96	0.109089	891	651	1014.95	577575	44694	11783.9	5	2830600000	1.41703	1130320000	153077000	0.796883	0.10792	7.38398	37662	4262	482.307	0.113164	738.888	18349.3	1.56025	1216.9	1015.1	0.248317	151669	1811.19	0.579806	761.353	270158	8939.93	7	1283400000	0.904803	2	5	11.276	1.9385	42826.08948
1537640000	425914000	0.902262	0.24992	3.61021	41282	5264	671.229	0.127513	735.36	31983.7	2.0293	1343.15	1732.67	0.210619	196003	1977.32	0.32056	736	479	792.201	351330	41282	24779.7	8	1963550000	1.15218	552958000	61995000	0.53704	0.0602104	8.91939	32088	2657	220.009	0.0828035	589.665	191.007	15.787	1288.22	1035.43	0.362314	88564	1339.57	0.637402	607.258	132567	1.13699	3	614953000	0.597251	3	5	10.168	0.671	37315.14094
1454950000	741853000	1.33208	0.679205	1.96124	33049	5827	1027.38	0.176314	1006.07	54215.5	-30.0429	1277.48	1589.77	0.091888	359666	2432.86	0.105369	997	599	1036.11	519789	33049	88938.2	13	2196800000	2.01129	844313000	33020000	1.58583	0.0620199	25.5697	23074	3123	422.689	0.135347	812.294	4498	-31.119	1138.77	1098.25	0.218175	105759	1753.85	0.855119	836.424	169781	876.831	5	877333000	1.64785	2	5	12.332	2.0235	29528.74805
1045130000	653182000	0.796966	0.498087	1.60005	36213	6066	1016.11	0.167509	732.487	45775.2	6.19588	1271.18	1613.58	0.140655	257460	2067.55	0.0532618	723	517	783.506	369164	36213	57862.2	9	1698310000	1.29505	853188000	194568000	0.631281	0.143962	4.38505	36763	3095	260.562	0.0841879	689.638	2679.76	-9.39195	1407.26	1104.19	0.213243	172400	1765.01	0.395139	713.221	231973	195.335	1	1047760000	0.775243	3	5	13.182	1.076	37651.7308
2260680000	1361650000	0.991248	0.59705	1.66024	47756	7480	1171.59	0.15663	1076.16	98551.9	-10.7295	1173.39	1507.59	0.0898144	531719	2828.18	0.0615976	1063	779	1107.3	681069	47756	203377	16	3622330000	1.5883	2554560000	117433000	1.18052	0.0542684	21.7533	46518	3388	246.755	0.072832	971.371	8470.05	9.12765	1127.44	1257.46	0.303735	153153	2098.23	0.831928	1000.26	237432	1542.23	3	2671990000	1.23479	3	5	13.34	1.271	47937.15666
2664050000	1266610000	0.811481	0.385815	2.10329	57297	8180	1167.82	0.142765	1110.69	91725.6	4.56819	1323.57	1554.09	0.12373	463080	2711.4	0.126397	1057	593	1136.52	625152	57297	146842	15	3930660000	1.1973	2484790000	131344000	0.901544	0.0476551	18.9181	52499	3545	239.376	0.0675251	855.862	5361.14	3.65532	1258.64	1087.47	0.322874	162599	1905.28	0.80926	880.837	243655	547.474	2	2616130000	0.949199	3	6	12.868	1.272333333	52809.01996
1211750000	691113000	0.993945	0.566892	1.75332	34916	4709	635.086	0.134867	810.455	15313	-44.922	1285.92	1623.36	0.119296	292683	2221.41	0.0748598	785	593	852.944	425777	34916	6715.78	4	1902860000	1.56084	876469000	44931900	0.954918	0.0489535	19.5066	30296	2601	223.303	0.0858529	625.32	5636.35	5.80044	1168.35	1052.76	0.31105	97399	1498.39	0.814453	644.639	159986	1048.6	3	921401000	1.00387	2	4	12.422	2.0265	35902.87922
2494310000	1097850000	1.17301	0.516293	2.27199	46113	7890	1349.99	0.171101	1294.61	118574	-6.03524	1300.05	1487	0.0691693	666669	3231.62	0.151128	1284	796	1333.31	988831	46113	304900	19	3592160000	1.68931	3672670000	73429400	1.5448	0.0308859	50.0164	48759	4562	426.831	0.0935622	1208.32	6970.89	11.6882	1231.17	1044.68	0.309443	157570	2495.07	0.923131	1244.07	241138	996.601	3	3746100000	1.57569	3	5	15.831	1.378333333	48508.72828
1338500000	582220000	0.770371	0.335096	2.29896	41683	5624	758.808	0.134923	945.889	17306.6	18.4503	1244.63	1613.93	0.143263	290955	2270.36	0.155038	946	501	974.266	435375	41683	7185.61	4	1920720000	1.10547	1650830000	26034000	1.28561	0.0202745	63.4104	35834	2258	142.283	0.0630128	819.984	3782.88	-32.3643	1157.64	1107.63	0.569182	62957	1674.34	0.938862	844.512	96487.6	399.345	2	1676860000	1.30589	2	5	10.145	1.898	36950.90763
902075000	164312000	1.59615	0.290737	5.49003	23773	3756	593.427	0.157994	867.43	8552.82	4.76548	1306.05	1708.67	0.119991	198123	1962.21	0.478635	818	380	892.264	301723	23773	3077.05	3	1066390000	1.88689	354599000	28586300	1.14788	0.0925375	12.4045	17576	2303	301.764	0.131031	676.426	6	-26.1288	1147.74	1086.9	0.249691	70391	1462.15	0.723855	696.683	132641	0.00204825	2	383185000	1.24042	1	5	5.758	1.173	21331.62693
4876190000	2465540000	1.01584	0.51364	1.97774	69283	6679	643.867	0.0964017	1077.34	34243.4	1.08055	1369.92	1399.04	0.114774	603647	3149.82	0.107813	984	1046	1221.15	919252	69283	16925	6	7341740000	1.52949	1376340000	78063900	0.840682	0.0476821	17.631	40462	3771	351.452	0.0931986	836.94	460.529	6.13327	1184.03	993.627	0.289136	139941	1823.36	0.796827	861.75	230258	5.24163	3	1454410000	0.888365	3	5	19.424	1.703333333	52831.06234
785436000	298465000	1.11291	0.422903	2.63159	26566	4322	703.143	0.162689	881.09	24857	16.424	1280.58	1659.52	0.106362	249770	2125.42	0.201849	745	481	907.523	357120	26566	23258	7	1083900000	1.53581	293703000	14580500	2.74122	0.136084	20.1436	10351	2506	606.708	0.242102	661.636	373.492	-13.6926	1320.56	1153.1	0.14975	69122	1421.32	0.819765	681.441	110157	13.4766	15	308283000	2.8773	2	4	8.998	1.7555	19704.03639
1849470000	673617000	0.956869	0.348513	2.74558	43964	5429	670.413	0.123487	959.705	1565.92	-15.3593	1302.73	1650.06	0.128993	340825	2351.42	0.21719	958	581	988.269	492996	43964	55.775	17	2523090000	1.30538	1013030000	30843500	1.22781	0.037383	32.8441	28724	2832	279.217	0.0985935	811.463	59.1838	20.7943	1291.59	1072.03	0.269704	106502	1729.71	0.885303	835.688	187306	0.121944	3	1043870000	1.26519	2	4	10.958	1.7545	35173.10658
1951930000	1780100000	0.644819	0.588058	1.09652	55019	7923	1140.95	0.144005	976.304	66408.6	7.10327	1218.91	1531.38	0.123569	445250	2565.17	0.00211968	960	708	1005.4	554166	55019	80156	10	3732030000	1.23288	1290450000	35133000	0.98709	0.0268739	36.7304	36157	2736	207.033	0.07567	782.599	2283.79	-7.53654	1255.54	1126.97	0.312434	115727	1678.25	0.896795	806.012	166426	144.252	1	1325580000	1.01396	4	6	11.714	0.88125	42830.45934
619782000	172490000	1.05629	0.293974	3.59315	24223	3747	579.615	0.154688	657.1	17367.5	2.49163	1342.14	1678.35	0.140428	172494	1658.14	0.318738	657	442	676.295	248142	24223	12452.2	6	792272000	1.35026	252453000	4754690	1.17658	0.0221598	53.0955	14648	1621	179.386	0.110664	521.009	1299.3	6.78956	1328.65	1026.79	0.409952	35731	1098.86	0.927424	536.639	49984.6	115.249	1	257207000	1.19875	2	4	7.877	1.8935	19185.25875
1628030000	822205000	1.08166	0.546268	1.98008	38796	6015	932.576	0.155042	1079.28	35717.6	-21.4804	1326.48	1579.11	0.0941582	412030	2621.02	0.108161	1009	637	1101.09	593342	38796	32883.5	7	2450240000	1.62793	1153510000	63924400	1.07213	0.0594146	18.0449	32801	4550	631.154	0.138715	856.385	8	9.93645	1213.07	1047.89	0.156196	209999	1960.57	0.800998	882.077	337542	0.00195116	8	1217430000	1.13154	4	5	11.41	0.56875	36598.93683
2767230000	1993850000	1.12732	0.812257	1.38788	49545	6701	906.315	0.135251	1080.8	33358.1	-19.3896	1250.69	1407.26	0.0817035	606400	3066.4	0.0263858	1044	928	1100.48	786925	49545	22459.6	6	4761080000	1.93957	1212870000	53541500	1.35684	0.0598971	22.6529	29898	3729	465.096	0.124724	832.088	15639.6	-28.9354	1165.57	1164.62	0.244402	122331	1782.18	0.838037	856.689	193369	8181.07	6	1266410000	1.41674	3	5	16.695	1.855666667	41888.39707
1331080000	1018580000	0.758655	0.580547	1.30679	41887	5631	756.993	0.134433	862.591	4764.68	8.31982	1212.65	1557.73	0.117292	357116	2339.43	0.0176878	825	648	914.656	494705	41887	541.985	1	2349660000	1.3392	1070800000	19218600	1.22538	0.0219929	55.7169	29561	3373	384.87	0.114103	750.99	8241.58	-1.72871	1266.52	1132.1	0.410267	72053	1629.7	0.930718	764.755	132893	2297.75	4	1090020000	1.24737	3	5	14.626	1.063333333	35317.77236
3927350000	396451000	1.3799	0.139295	9.90627	53349	5479	562.699	0.102701	1054.52	23061.2	-7.45312	1260.55	1341.23	0.133509	399592	2734.48	0.666867	701	1017	1085.22	662656	53349	9968.71	5	4323800000	1.51919	583711000	51893300	0.951439	0.0845853	11.2483	24769	2878	334.405	0.116194	571.508	14763.6	14.0323	1206.27	1168.97	0.267843	92476	1328.32	0.700087	587.271	127552	8799.92	7	635605000	1.03603	3	4	16.113	1.387	41720.29041
2496610000	1303360000	1.16826	0.609892	1.91552	46228	6572	934.308	0.142165	1025.1	53599.3	-3.92792	1211.09	1550.64	0.100223	461252	2652.49	0.0986065	1026	624	1056.47	629294	46228	62146.1	10	3799960000	1.77815	1091580000	29066000	0.996566	0.0265359	37.5554	33096	2663	214.273	0.0804629	705.686	5753.01	11.8853	1237.01	1083.53	0.455654	72634	1511.23	0.898944	726.401	117738	1000.03	3	1120650000	1.0231	3	5	13.537	1.495	39029.29839
246267000	54969400	0.897151	0.200254	4.48007	16568	3075	570.716	0.185599	548.362	34437.6	-9.32947	1303.15	1703.45	0.1228	134919	1529.87	0.403277	458	486	596.362	213122	16568	71580.5	14	301236000	1.0974	32068200	9750940	0.389644	0.118479	3.28873	9072	1323	192.938	0.145833	226.108	1137.79	3.51667	1272.07	1096.71	0.426256	21283	593.038	0.284794	233.096	29479.3	142.699	1	41819100	0.508123	2	4	5.312	1.2335	13201.14533
2969850000	1427830000	1.23385	0.593205	2.07997	49061	6530	869.14	0.1331	1173.72	73124.7	2.89556	1270.13	1497.36	0.0946511	518335	3044.88	0.122951	1072	789	1229.03	824559	49061	108991	14	4397690000	1.82705	1601410000	31626400	1.24623	0.0246118	50.6353	35847	2792	217.459	0.0778866	880.087	2387.38	9.06186	1290.94	1089.65	0.407644	87937	1906.31	0.924034	905.192	152168	158.997	1	1633040000	1.27084	2	5	12.551	2.8595	41605.54747
779732000	445299000	1.03935	0.593565	1.75103	27390	4175	636.386	0.152428	755.794	51150.8	-24.7688	1224.55	1609.04	0.114883	238417	2078.99	0.0745285	701	586	813.652	385515	27390	95524.2	15	1225030000	1.63291	421700000	4402170	1.52244	0.0158929	95.7936	16643	2146	276.712	0.128943	682.924	1706.87	9.20131	1240.36	1188.83	0.373563	44552	1399.14	0.959102	703.412	62126.4	175.052	1	426102000	1.53833	3	5	10.939	0.984333333	21641.47844
532679000	286744000	0.672359	0.361934	1.85768	28147	4346	671.038	0.154404	774.334	8558.49	14.9276	1299.2	1615.07	0.125418	224425	1902.83	0.0900793	582	590	796.112	333011	28147	2602.33	17	819422000	1.03429	171570000	11151700	1.32319	0.0860048	15.3851	11387	1991	348.123	0.174848	517.2	3140.03	-7.77601	1203.53	1096.86	0.207697	54825	1131.67	0.770775	532.716	71393.7	865.879	2	182722000	1.4092	3	5	10.316	0.816666667	19147.33796
1067740000	777908000	0.800753	0.583394	1.37258	36516	5712	893.497	0.156425	795.93	23065	-0.700924	1404.12	1593.31	0.124167	294088	2150.11	0.0246599	731	528	823.302	375606	36516	14568.8	5	1845650000	1.38415	764536000	105438000	0.792595	0.109308	7.25105	31058	2864	264.103	0.0922146	606.153	87.4264	-31.5193	1174.23	1029.19	0.291989	106367	1444.51	0.573968	623.554	148670	0.2461	5	869975000	0.901902	4	5	12.037	0.7245	34637.08489
2705410000	1664130000	0.750427	0.461595	1.62573	60043	6347	670.926	0.105708	824.597	21757.1	-3.26131	1269.75	1526.3	0.16939	354466	2335.33	0.0567898	694	683	865.67	464062	60043	7883.87	4	4369540000	1.21202	2149720000	164746000	1.01514	0.0777963	13.0487	46018	3840	320.431	0.0834456	833.547	614.039	-3.26486	1144.91	1090.49	0.257189	178927	1921.16	0.735543	856.372	274083	8.19339	4	2314460000	1.09294	3	5	17.54	1.306666667	52291.78807
1041140000	687715000	0.845269	0.558333	1.51392	35096	5823	966.131	0.165916	1016.69	44812.1	8.33088	1173.12	1591.15	0.0919704	381601	2462.57	0.0417911	982	601	1047.19	551646	35096	57218	10	1728860000	1.4036	1267350000	13147500	1.31691	0.0136616	96.395	31022	2615	220.432	0.084295	839.131	2178.72	3.73702	1280.89	1173.22	0.428132	72459	1718.1	0.959352	864.146	113235	153.014	1	1280500000	1.33058	3	5	11.043	0.655666667	34806.63521
451195000	278485000	0.780915	0.481994	1.62018	24037	3972	656.354	0.165245	665	17685.1	-6.85701	1313.49	1730.8	0.129483	185638	1878.58	0.0560232	666	490	745.303	325185	24037	13011.8	5	729680000	1.26291	274038000	68182300	0.806527	0.200669	4.0192	18433	2262	277.581	0.122715	535.731	11.6568	-2.78753	1200.85	1087.22	0.22786	80896	1348.62	0.361838	558.45	158449	0.00737168	2	342221000	1.0072	2	5	6.19	1.2485	21993.55894
1861480000	945143000	1.00821	0.511902	1.96953	42969	6565	1003.03	0.152785	971.561	1903.26	-3.61702	1224.38	1612.97	0.131961	325618	2370.48	0.106597	746	652	1000.63	484995	42969	84.3025	10	2806630000	1.52011	796635000	140550000	0.792208	0.139769	5.668	31711	3245	332.062	0.10233	684.2	4767.31	-2.84307	1275.27	1145.83	0.220821	143605	1620.33	0.490084	697.459	233987	716.7	2	937184000	0.931977	3	5	12.205	1.320333333	39671.89091
3252780000	868876000	1.22007	0.325902	3.74367	51634	7016	953.33	0.13588	1136.89	78098.1	15.959	1274.5	1413.2	0.102872	501924	2908.55	0.33453	689	996	1173.41	669382	51634	118126	13	4121660000	1.54597	1656230000	180446000	1.42425	0.155171	9.17855	34101	4238	526.69	0.124278	911.69	9002.86	-34.5463	1161.2	1143.81	0.163342	208770	2065.32	0.645626	938.513	320354	2376.81	3	1836670000	1.57942	3	5	17.609	1.542333333	43237.50242
1561120000	1260650000	0.811591	0.655386	1.23834	43858	5371	657.751	0.122463	906.462	71681.1	-19.2624	1185.74	1574.08	0.115485	379771	2475.44	0.0113382	846	675	950.969	513835	43858	117155	16	2821770000	1.46698	1169690000	26841800	0.919526	0.021101	43.5774	35666	2614	191.583	0.0732911	693.332	2079.53	10.1954	1222.88	1241.48	0.456841	78071	1474.85	0.912281	713.335	104543	121.249	1	1196540000	0.940627	2	4	14.68	2.5035	41789.19813
3727610000	2108930000	1.18079	0.668046	1.76754	56186	8361	1244.19	0.148809	1223.53	170864	-17.9034	1351.52	1449.32	0.0841764	667479	3130.44	0.076915	1165	836	1258.97	904820	56186	519603	26	5836550000	1.84884	2707650000	172618000	1.00828	0.0642799	15.6858	51821	4236	346.263	0.0817429	1040.3	9112.62	-26.4211	1161.26	992.938	0.247202	209630	2300.39	0.774642	1071.15	315878	1602.44	3	2880270000	1.07256	3	5	15.207	1.285666667	57197.68903
2097930000	879998000	0.731104	0.30667	2.38401	53568	6836	872.366	0.127613	927.919	33231.4	-29.5098	1375.12	1545.95	0.135913	394135	2424.46	0.167269	849	645	948.196	530138	53568	20615.3	6	2977920000	1.03777	1246150000	192961000	0.90322	0.139859	6.45805	37144	3063	252.584	0.0824628	814.544	12399.9	-33.7684	1179.42	998.585	0.245551	151268	1876.44	0.53558	837.464	269390	4139.52	5	1439110000	1.04308	3	5	13.336	1.219	46115.61837
1997510000	801846000	1.40863	0.565457	2.49113	37657	5535	813.56	0.146985	960.288	123539	4.19912	1211.2	1645.91	0.109214	344800	2369.54	0.182432	882	513	983.048	451072	37657	405290	28	2799350000	1.97408	1068130000	8583070	1.07661	0.00865121	124.446	31498	2542	205.148	0.0807035	679.697	5575.7	20.9197	1241.59	1132.28	0.586566	53699	1415.75	0.968368	699.339	75220.6	986.998	3	1076720000	1.08526	2	4	11.655	2.87	35416.14094
1814700000	820172000	1.2899	0.582985	2.21258	37508	5340	760.254	0.14237	998.407	55992.8	-15.6927	1319.69	1544.3	0.104258	359761	2433.58	0.142467	954	626	1026.94	544694	37508	83587.5	13	2634870000	1.87288	857768000	18622200	1.30803	0.0283974	46.0617	25608	2611	266.218	0.10196	803.794	6145.07	10.5467	1190.42	1116.36	0.359123	71307	1677.07	0.916811	827.808	105008	1474.61	3	876390000	1.33643	2	5	13.299	3.0465	31202.57479
1249640000	620347000	0.853549	0.423718	2.01443	38263	6495	1102.5	0.169746	832.487	59348.4	-9.59459	1296.41	1614.19	0.115627	330918	2212.98	0.113248	813	559	857.411	441722	38263	92053.2	13	1869990000	1.27727	1014120000	67598400	0.954698	0.0636377	15.0021	32592	3312	336.566	0.10162	696.268	192.309	-32.2455	1145.59	1047.27	0.347411	93814	1512.96	0.765653	716.3	139539	1.13471	2	1081710000	1.01833	2	5	11.156	1.9765	37351.70299
2661410000	701165000	0.982925	0.258958	3.79569	52035	6087	712.051	0.116979	1130.67	13267.2	7.8135	1306.68	1641.43	0.149363	348380	2552.27	0.339841	1112	460	1164.4	483622	52035	3382.67	3	3362570000	1.24188	2991310000	148612000	0.862539	0.0428521	20.1283	58890	3364	192.163	0.0571234	938.344	5430.81	-11.8082	1103.7	1033.43	0.471641	124862	1998.83	0.819641	966.266	210167	500.828	2	3139920000	0.905391	2	5	11.869	2.1105	52035.39771
1035370000	569526000	1.12708	0.619969	1.81796	30309	4293	608.065	0.141641	765.154	57179.3	-7.74695	1202.75	1665.95	0.12227	247885	2089.62	0.0842547	759	522	818.098	383750	30309	107871	16	1604900000	1.74705	730691000	15256100	1.11826	0.0233483	47.8949	25562	1985	154.144	0.0776543	600.337	1695.94	2.5383	1218.49	1119.51	0.408789	62531	1313.97	0.919865	616.957	93680	112.519	1	745947000	1.14161	2	4	9.926	1.6115	26962.63421
1092950000	643044000	0.983671	0.578751	1.69965	33333	5368	864.471	0.161042	757.047	51948.8	-11.6578	1138.14	1589.24	0.125177	266286	2066.63	0.0671649	718	563	791.995	394397	33333	80961.2	18	1735990000	1.56242	478391000	11091100	1.05832	0.0245363	43.1328	21261	2214	230.553	0.104134	575.448	5081.82	12.019	1183.66	1240.91	0.310747	68419	1250.47	0.911418	592.046	103904	1214.66	3	489482000	1.08285	3	5	15.393	1.170333333	28126.48196
2093020000	1032810000	1.14151	0.563282	2.02654	42820	6149	883.003	0.143601	910.835	83188.7	-28.5527	1176.47	1636.05	0.132077	324204	2413.02	0.115042	911	549	950.274	498680	42820	161615	16	3125830000	1.7048	1220070000	346214000	0.808814	0.229514	3.52403	38839	3143	254.344	0.0809238	710.721	2650.42	-20.2463	1278.76	1183.25	0.22078	175917	1830.11	0.311271	746.183	279670	180.867	1	1566280000	1.03833	2	5	12.462	1.6375	39810.38506
1818670000	971010000	1.03944	0.554969	1.87296	41829	6122	896.002	0.146358	979.364	53164.6	-2.59997	1263.56	1546.9	0.109423	382270	2471.87	0.0923277	929	645	1008.74	576903	41829	67572.1	14	2789680000	1.59441	1149030000	18726100	1.15456	0.0188162	61.3598	31547	2414	184.721	0.0765207	813.991	9	-1.61881	1294.55	1104.46	0.469694	67165	1669.31	0.936885	838.297	94705.3	0.0025676	9	1167760000	1.17337	2	5	13.052	3.4525	38106.03029
1620930000	1109260000	0.713632	0.488363	1.46127	47659	6840	981.674	0.14352	903.045	74665.2	15.9169	1144.92	1449.81	0.109108	436804	2465.74	0.0351233	884	691	922.236	549728	47659	116975	14	2730190000	1.202	1415370000	115577000	0.723592	0.0590877	12.2461	44227	2954	197.303	0.0667918	739.952	2501.9	-2.29977	1349.04	1251.2	0.376615	117433	1639.18	0.720821	757.265	186366	141.531	1	1530940000	0.78268	3	4	19.7	2.126333333	47995.5434
1873120000	554653000	0.940104	0.278376	3.37711	44637	5027	566.139	0.11262	833.715	608.595	11.5725	1332.05	1608.26	0.159871	279206	2121.54	0.294933	708	523	849.543	361026	44637	8.29778	3	2427770000	1.21848	1224620000	264392000	0.660258	0.142547	4.63186	43067	3373	264.173	0.0783198	645.864	5114.52	-19.8009	1336.7	1068.63	0.266563	161564	1727.61	0.415867	680.636	276370	607.386	2	1489020000	0.802805	2	5	9.987	1.8485	44439.54941
680107000	542277000	0.541031	0.431386	1.25417	35455	5185	758.263	0.146242	677.124	3235.88	3.70131	1227.69	1637.78	0.139231	254648	1938.48	0.0127137	639	610	716.646	294210	35455	295.33	20	1222380000	0.972417	837243000	86110700	0.971996	0.0999702	9.72287	29349	3208	350.651	0.109305	700.209	6039.88	-8.15041	1078.78	1143.16	0.231627	126708	1605.48	0.661754	717.502	227996	1242.98	9	923353000	1.07197	3	5	10.986	1.239666667	34485.22713
976988000	761449000	1.40104	1.09195	1.28306	26407	4332	710.653	0.164047	864.436	30933.6	-26.6394	1176.36	1592.91	0.0853698	309325	2401.62	0.0153721	862	647	950.647	539456	26407	36236.2	9	1738440000	2.49299	555103000	23081400	1.28109	0.0532681	24.0498	20816	2586	321.262	0.124231	651.959	4932.35	0.502192	1170.33	1236.38	0.305673	68099	1429.11	0.846693	670.645	127084	1168.72	4	578185000	1.33436	2	4	12.922	2.219	24136.07438
476797000	280342000	1.04857	0.616525	1.70077	21324	4580	983.699	0.214781	771.82	16020.3	-3.34363	1336.68	1699.35	0.0997427	213790	1995.4	0.067325	737	461	818.358	326903	21324	12035.8	6	757139000	1.66509	415482000	14565300	1.18144	0.0414171	28.5254	18753	2235	266.369	0.119181	620.423	1892.53	3.89889	1223.72	1050.84	0.292444	64125	1345.08	0.869112	639.036	84003.4	190.992	1	430047000	1.22285	1	5	7.979	2.75	20083.44379
2007110000	1136310000	0.978339	0.553878	1.76635	45294	5113	577.18	0.112885	914.412	8440.58	-24.5527	1401.43	1451.01	0.124173	364764	2430.32	0.0767425	809	729	937.263	513166	45294	1572.91	2	3143410000	1.53222	699199000	99694000	0.743316	0.105984	7.01346	30670	3138	321.064	0.102315	704.711	1044.65	-0.810111	1278.13	1059.2	0.198672	154375	1726.69	0.56313	726.51	207910	35.5815	8	798893000	0.8493	3	5	16.914	1.872	36223.49345
757809000	489743000	0.671525	0.433981	1.54736	33593	4470	594.794	0.133063	780.464	43747	15.5051	1155.21	1552.34	0.128452	261522	2057.46	0.0461705	662	585	808.084	370971	33593	56970.2	12	1247550000	1.10551	648071000	46221800	0.856579	0.0610931	14.0209	27506	2185	173.57	0.0794372	591.808	3458.14	-15.4966	1313.55	1196.53	0.295506	93081	1424.8	0.751432	610.265	125154	434.767	2	694292000	0.917672	3	5	12.299	1.466	32695.27956
1962280000	751462000	1.96985	0.754358	2.61129	31562	5390	920.477	0.170775	950.394	20159.3	-1.2977	1267.52	1445.79	0.0873853	361182	2557.88	0.199078	893	795	1024.99	567116	31562	12876.1	5	2713740000	2.72421	803756000	28684200	0.964341	0.0344151	28.0209	28870	2801	271.756	0.0970211	836.05	548.294	18.9391	1365.62	1091.49	0.312805	92294	1743.63	0.866918	861.132	161393	10.4131	3	832440000	0.998756	3	5	13.252	1.331	32025.61595
1048210000	655613000	0.861329	0.538729	1.59882	34885	4773	653.047	0.136821	759.497	555.375	-7.88806	1247.13	1565.47	0.12089	288568	2082.89	0.053093	708	653	780.985	332769	34885	8.84165	3	1703820000	1.40006	770242000	180070000	0.848005	0.19825	4.27746	30138	3690	451.792	0.122437	684.796	5572.47	-51.5646	978.541	1092.42	0.192648	156441	1710.34	0.385678	706.343	249343	1030.34	2	950313000	1.04625	3	4	12.897	1.120333333	32751.19932
1723260000	605421000	1.13107	0.397369	2.84639	39033	5146	678.434	0.131837	938.167	4194.75	8.4678	1316.68	1595.58	0.140843	277139	2288.09	0.23043	875	591	965.938	391910	39033	450.797	1	2328690000	1.52843	845530000	12819400	1.28706	0.0195135	65.9573	25631	2225	193.15	0.0868089	773.716	3545.59	-10.1031	1170.7	1123.24	0.532393	48143	1571.44	0.941153	796.783	76860	490.468	2	858349000	1.30657	3	5	11.882	0.931	30559.13416
601407000	202498000	1.00842	0.339542	2.96994	24421	3864	611.379	0.158224	678.457	5746.14	1.45879	1259.2	1680.17	0.132392	184460	1701.34	0.246228	590	414	692.897	233051	24421	1352.04	2	803905000	1.34796	409823000	32601300	0.800748	0.0636993	12.5707	22623	2242	222.188	0.0991027	557.776	5614.28	-12.6919	1166.91	1145.22	0.321245	70423	1256.1	0.726968	569.627	115677	1393.28	3	442424000	0.864447	3	4	8.826	0.949666667	23286.86126
